doc_id;bank;field;model_value;model_conf;confidence_source;disagreement;snippet;gold_value;verdict;note
albaraka--formlar-genel-kredi-sozlesmesi-ucret-bilgilendirme-formu-pdf;albaraka;vade_ay;36;0.85;rule_heuristic;;…müşterilerimizden erken kapama talep edilen tarihteki kalan ana para tutarı üzerinden alınan komisyondur. Kalan vade 24-[36 ay] arası %3, 36-48 ay arası %4, 48 ay üzerinde ise %5 oranında komisyon tahsil edilmektedir. (Döviz ve dövize endeksli kre…;;;
albaraka--gecmis-tarihli-aracfinansmanitalep-onayveucretbilgilendirmeformu-pdf;albaraka;campaign_type;Finansman;0.70;classifier;;ARAÇ FİNANSMANI TALEP, ONAY ve ÜCRET BİLGİLENDİRME FORMU Sayfa 1 / 3 EFRM-137-031/07 Ürünün Adı/Tanımı ARAÇ KREDİSİ Süresi (Vadesi) ………………….. Ay Finansman Tutarı (Anapara) Akdi Kâr Payı Oranı (Aylık) % Akdi Kâr Payı, Fin …;;;
albaraka--sozlesmeler-bayide-finansman-ihtiyac-aracilik-ve-garantorluk-sozlesmesi-komisyon;albaraka;campaign_type;Finansman;0.70;classifier;;ALBARAKA TÜRK KATILIM BANKASI A.Ş. İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No:6 34768 Ümraniye/İstanbul İstanbul Ticaret Sicil Memurluğu/206671 MERSİS No: 0047000870200019 www.albaraka.com.tr / albarakaturk@hs03.kep.tr / …;;;
albaraka--tarim-bankaciligi-diger-finansmanlar;albaraka;campaign_type;İhtiyaç Finansmanı;0.60;classifier;;Albaraka Mobil Mobil Bankacılık Aç Diğer Finansmanlar Anasayfa KOBİ Tarım Bankacılığı Diğer Finansmanlar Tarım Bankacılığı Hakkında Tarım Finansmanları Elektronik Ürün Senedi (ELÜS) Diğer Finansmanlar Hayvancılık Finansm …;;;
albaraka--tatiliniz-icin-devre-mulk;albaraka;campaign_type;İhtiyaç Finansmanı;0.70;classifier;;Albaraka Mobil Mobil Bankacılık Aç Devre Mülk Anasayfa Bireysel Finansmanlar İhtiyaç Finansmanı Tatiliniz İçin Devre Mülk Seyahat Devre Mülk Devre Tatil Hemen Başvur Devre mülkler tapu kaydı gerektiren ve her yıl belirli …;;;
albaraka--tatiliniz-icin-devre-mulk;albaraka;vade_ay;12;0.85;rule_heuristic;;…elerinizi 36 aya, 125.000 TL ile 250.000 TL aralığındaki ödemelerinizi 24 aya, 250.000 TL' nin üzerindeki ödemelerinizi [12 aya] kadar vadelendirebilirsiniz.;;;
albaraka--tr-urun-ve-hizmet-ucretleri;albaraka;campaign_type;Konut Finansmanı;0.70;classifier;;Albaraka Mobil Mobil Bankacılık Aç Ürün ve Hizmet Ücretleri Bireysel Bireysel Finansmanlar Katılım Fonu (TL/YP) Para ve Kıymetli Maden Transferleri (TL/YP) Kredi Kartları (TL/YP) Diğer (TL/YP) Ticari Ticari Finansmanlar …;;;
albaraka--tr-urun-ve-hizmet-ucretleri;albaraka;vade_ay;24;0.85;rule_heuristic;;…mi Asgari Tutar Asgari Oran Azami Tutar Azami Oran Açıklama Güncelleme Tarihi Nakdi Finansman Erken Kapama-Kalan Vadesi [24 Aya] Kadar (1.3.2021 Tarihinden Önce Kullandırılan Finansmanlarda) Nakdi Finansman Erken Kapama-Kalan Vadesi 24 Aya Kadar (1…;;;
dunya-katilim--hizmetler-doviz-transferi-swift;dunya-katilim;campaign_type;İhtiyaç Finansmanı;0.60;classifier;;Anasayfa Kendim Için Içerik Ödemeler ve Hizmetler Hizmetler Döviz Transferi (SWIFT) Döviz Transferi (SWIFT) Nedir ? Swift, dünya genelinde finansal kurumlar arasında güvenli ve hızlı para transferi yapılmasını sağlayan b …;;;
dunya-katilim--hizmetler-doviz-transferi-swift;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kredi-kartlari-paraf-platinum-kredi-karti;dunya-katilim;campaign_type;Kart;0.80;classifier;;"Anasayfa Kendim Için Içerik Kartlar Kredi Kartları Paraf Platinum Kredi Kartı Paraf Platinum Kredi Kartı Nedir ? Dünya Katılım Paraf Platinum Kredi Kartı; yurt içindeki Paraf üye iş yerlerinde yapacağınız tüm alışverişle …";;;
dunya-katilim--kredi-kartlari-paraf-platinum-kredi-karti;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--sermaye-piyasasi-urunleri-yatirim-fonlari;dunya-katilim;campaign_type;Yatırım Ürünü;0.70;classifier;;Anasayfa Isim Için Içerik Yatırım Sermaye Piyasası Ürünleri Yatırım Fonları Yatırım Fonları Yatırım Fonu Nedir? Yatırımcılardan toplanan birikimlerin çeşitli para ve sermaye piyasası araçlarında değerlendirmek üzere prof …;;;
dunya-katilim--sermaye-piyasasi-urunleri-yatirim-fonlari;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--sermaye-piyasasi-urunleri-yatirim-fonlari-2;dunya-katilim;campaign_type;Yatırım Ürünü;0.70;classifier;;Anasayfa Kendim Için Içerik Yatırım Ürünleri Sermaye Piyasası Ürünleri Yatırım Fonları Yatırım Fonları Yatırım Fonu Nedir? Yatırımcılardan toplanan birikimlerin çeşitli para ve sermaye piyasası araçlarında değerlendirmek …;;;
dunya-katilim--sermaye-piyasasi-urunleri-yatirim-fonlari-2;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
hayat-finans--yatirim-ve-birikim-yatirim-fonlari-yatirim-ve-birikim;hayat-finans;campaign_type;Yatırım Ürünü;0.70;classifier;;Yatırım Fonları Hisse senedi, değerli madenler, döviz, yabancı hisse senedi ve daha birçok seçenek ile yatırımlarınızı profesyoneller tarafından yönetilen TEFAS fonları ile değerlendirebilirsiniz. Sunduğumuz çeşitli fon …;;;
hayat-finans--yatirim-ve-birikim-yatirim-fonlari-yatirim-ve-birikim;hayat-finans;finansman_tutari;"{""currency"": ""TRY"", ""value"": 100.0}";0.85;rule_heuristic;;"…ır. Bahse konu değişiklikler, 03.03.2025 tarihinde uygulamaya alınacak olup, ileri valörlü fonlarda asgari işlem tutarı [100 TL] (Yüz Türk Lirası) olarak uygulanacaktır. Aynı tarih itibarıyla söz konusu değişiklikleri içeren ""Türkiye Elektronik Fon…";;;
hayat-finans--yatirim-ve-birikim-yatirimci-seviye-sistemi;hayat-finans;campaign_type;Yatırım Ürünü;0.60;classifier;;Yatırımcı Seviyesi ile Daha Fazla Avantaj Sizi Bekliyor Yatırım Yaptıkça Kazancınız Katlanır Hayat Finans'ta yatırım işlemleri sadece kazanç sağlamakla kalmaz, aynı zamanda size özel avantajların kapısını da aralar. Dövi …;;;
kuveyt-turk--bizden-haberler-kuveyt-turkten-1-milyar-tl-limitli-yeni-makine-finansmani-kampan;kuveyt-turk;campaign_type;İhtiyaç Finansmanı;0.60;classifier;;Ana Sayfa Hakkımızda Kuveyt Türk'ü Tanıyın Basın Bültenleri Kuveyt Türk'ten 1 milyar TL limitli yeni makine finansmanı kampanyası Ticari müşterilerine cazip kâr oranlarıyla finansman desteğinde bulunan Kuveyt Türk, 6 ayı …;;;
kuveyt-turk--bizden-haberler-kuveyt-turkten-1-milyar-tl-limitli-yeni-makine-finansmani-kampan;kuveyt-turk;vade_ay;60;0.85;rule_heuristic;;…icari müşterilerine cazip kâr oranlarıyla finansman desteğinde bulunan Kuveyt Türk, 6 ayı ödemesiz olmak üzere toplamda [60 aya] varan vade seçenekleriyle işletmelere 1 milyar TL finansman desteğinde bulunmayı hedefliyor. 22.07.2020 Reel sektöre de…;;;
kuveyt-turk--ihtiyac-finansmanlari-tekne-tuketici-finansmani;kuveyt-turk;campaign_type;İhtiyaç Finansmanı;0.70;classifier;;Ana Sayfa Kendim İçin Finansmanlar İhtiyaç Finansmanları Tekne Tüketici Finansmanı Hac-Umre Finansmanı Eğitim Finansmanı Seyahat Finansmanı Tekne Tüketici Finansmanı Kira Finansmanı İhtiyaç Kart Bisiklet Finansmanı Elekt …;;;
kuveyt-turk--kampanya-arsivi-akaryakitta-200-tlye-varan-altin-puan-firsati;kuveyt-turk;campaign_type;Alışveriş Puanı;0.60;classifier;;Ana Sayfa Kampanyalar Kampanya Arşivi Akaryakıtta 200 TL'ye Varan Altın Puan Fırsatı! Akaryakıt harcamalarınıza toplam 200 TL Altın Puan kazanma fırsatı! 1-31 Temmuz arasında 2.000 TL ve üzeri harcamalarınıza 100 TL, top …;;;
kuveyt-turk--kampanya-arsivi-akaryakitta-200-tlye-varan-altin-puan-firsati;kuveyt-turk;alisveris_puani;"{""kind"": ""points"", ""value"": 200.0}";0.82;rule_heuristic;;Ana Sayfa Kampanyalar Kampanya Arşivi Akaryakıtta [200] TL'ye Varan Altın Puan Fırsatı! Akaryakıt harcamalarınıza toplam 200 TL Altın Puan kazanma fırsatı! 1-31 Temmuz arasınd…;;;
kuveyt-turk--kampanya-arsivi-akaryakitta-200-tlye-varan-altin-puan-firsati;kuveyt-turk;kampanya_suresi;2026-07-01;0.72;rule_heuristic;;… Temmuz arasında 2.000 TL ve üzeri harcamalarınıza 100 TL, toplamda 200 TL Altın Puan sizi bekliyor! Kampanya Tarihleri [1.07.2026] - 31.07.2026 Kampanya Süresi Doldu! Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da pay…;;;
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;campaign_type;Finansman;0.70;classifier;;Ana Sayfa Kampanyalar Kampanya Arşivi Bisiklet Finansmanı'nda Enerji Tasarrufu Haftasına Özel %4.19 Kar Oranı Fırsatı! Daha yaşanılabilir bir dünya için Enerji Haftasına özel kar payı oranı Bisiklet Finansmanı'nda! Kampa …;;;
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;kar_payi_orani;4.19;0.85;rule_heuristic;;…asında Kuveyt Türk Bisiklet Finansmanı ile elektrikli bisiklet, bisiklet veya scooter gibi doğa dostu ulaşım araçlarına [%4.19] kar payı oranı ile sahip olma fırsatını kaçırmayın! Kuveyt Türk Bisiklet Finansmanı ile kredi kartı limitiniz ve nakit …;;;
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 13.88247}";0.50;rule_heuristic;;…n örnek ödeme planı: Aylık kar payı oranı %4,19, aylık maliyet %5,5507, yıllık maliyet %91,2198. Ödenecek toplam tutar: [13,882.47 TL]. Bu ödeme planı bilgi amaçlı olup Kuveyt Türk Katılım Bankası A.Ş.'yi hiçbir şekilde taahhüt altına sokmaz.;;;
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;vade_ay;12;0.85;rule_heuristic;;…en başvurabilirsiniz. Kuveyt Türk Bisiklet Finansmanı hakkında daha fazla detaylı bilgi almak için tıklayabilirsiniz. **[12 ay] vadeli 10.000 TL'lik başvuru için örnek ödeme planı: Aylık kar payı oranı %4,19, aylık maliyet %5,5507, yıllık maliyet …;;;
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;kampanya_suresi;2025-01-06;0.72;rule_heuristic;;…atı! Daha yaşanılabilir bir dünya için Enerji Haftasına özel kar payı oranı Bisiklet Finansmanı'nda! Kampanya Tarihleri [6.01.2025] - 20.01.2025 Kampanya Süresi Doldu! Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da pay…;;;
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;campaign_type;Finansman;0.70;classifier;;Ana Sayfa Kampanyalar Kampanya Arşivi Hepsiburada Alışveriş Finansmanı'nda Enerji Tasarrufu Haftasına Özel %3.99 Kar Oranı Fırsatı! Daha yaşanılabilir bir dünya için Enerji Haftasına özel oran Hepsiburada Alışveriş Finan …;;;
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;kar_payi_orani;3.99;0.85;rule_heuristic;;…ulamasından Seçili A Enerji Sınıfı ürünlerinden oluşturacağınız sepetinizi Kuveyt Türk Alışveriş Finansmanı ile ödeyin, [%3.99] kar payı oranı ile avantajlı alışverişin tadını çıkarın! Kuveyt Türk Alışveriş Finansmanı Hepsiburada kampanyası ile kr…;;;
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 13.68222}";0.50;rule_heuristic;;…n örnek ödeme planı: Aylık kar payı oranı %3,99, aylık maliyet %5,2899, yıllık maliyet %85,6273. Ödenecek toplam tutar: [13,682.22 TL]. Bu ödeme planı bilgi amaçlı olup Kuveyt Türk Katılım Bankası A.Ş.'yi hiçbir şekilde taahhüt altına sokmaz.;;;
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;vade_ay;12;0.85;rule_heuristic;;…rabilir. Kuveyt Türk Hepsiburada Alışveriş Finansmanı hakkında daha fazla detaylı bilgi almak için tıklayabilirsiniz. **[12 ay] vadeli 10.000 TL'lik başvuru için örnek ödeme planı: Aylık kar payı oranı %3,99, aylık maliyet %5,2899, yıllık maliyet …;;;
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;kampanya_suresi;2025-01-06;0.72;rule_heuristic;;…! Daha yaşanılabilir bir dünya için Enerji Haftasına özel oran Hepsiburada Alışveriş Finansmanı'nda! Kampanya Tarihleri [6.01.2025] - 20.01.2025 Kampanya Süresi Doldu! Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da pay…;;;
kuveyt-turk--kampanya-arsivi-kuveyt-turkten-turizm-sektorune-kfk-destekli-finansman;kuveyt-turk;campaign_type;Finansman;0.70;classifier;;Ana Sayfa Kampanyalar Kampanya Arşivi Kuveyt Türk'ten Turizm Sektörüne KFK Destekli Finansman! KFK teminatı desteğiyle sunulan finansman paketiyle işletme sermayenizi rahatlatın, nakit akışınızı dengeleyin ve ihtiyaçları …;;;
kuveyt-turk--kampanya-arsivi-kuveyt-turkten-turizm-sektorune-kfk-destekli-finansman;kuveyt-turk;vade_ay;12;0.85;rule_heuristic;;…ansman paketi ile sezon öncesi ve sezon içi işletme sermayesi ihtiyaçlarınızı karşılayın. 6 aya kadar ödemesiz dönem ve [12 aya] varan vade imkânı sayesinde geri ödemelerinizi işletmenizin nakit akışına uygun şekilde planlayabilirsiniz. USD ve EUR …;;;
kuveyt-turk--kampanya-arsivi-kuveyt-turkten-turizm-sektorune-kfk-destekli-finansman;kuveyt-turk;kampanya_suresi;2026-07-01;0.72;rule_heuristic;;…şletme sermayenizi rahatlatın, nakit akışınızı dengeleyin ve ihtiyaçlarınızı ertelemeden tamamlayın. Kampanya Tarihleri [1.07.2026] - 31.07.2026 Kampanya Süresi Doldu! Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da pay…;;;
kuveyt-turk--kart-kampanyalari-dogtas-grubunda-5-aya-varan-taksit-imkani;kuveyt-turk;campaign_type;Kart;0.70;classifier;;Ana Sayfa Kampanyalar Kendim İçin Kart Kampanyaları Doğtaş Grubu'nda 5 Aya Varan Taksit İmkanı! Doğtaş Grubu'nda 5 Aya Varan Taksit İmkanı! Kampanya Tarihleri 13.10.2025 - 31.12.2026 Kampanyayı Paylaş Facebook'da paylaş …;;;
kuveyt-turk--kart-kampanyalari-dogtas-grubunda-5-aya-varan-taksit-imkani;kuveyt-turk;kampanya_suresi;2025-10-13;0.72;rule_heuristic;;…Kampanyaları Doğtaş Grubu'nda 5 Aya Varan Taksit İmkanı! Doğtaş Grubu'nda 5 Aya Varan Taksit İmkanı! Kampanya Tarihleri [13.10.2025] - 31.12.2026 Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da paylaş Kuveyt Türk Bireyse…;;;
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;campaign_type;Kart;0.80;classifier;;Ana Sayfa Kampanyalar İşim İçin Kart Kampanyaları Sağlam Business Kart'tan Dev Kampanya 3 Ay Erteleme ve %3,49 Oranla 9 Taksit İmkanı! Sağlam Business Kartınızla harcamanızı 3 ay erteleme ve %3,49 oranla toplamda 9 taksi …;;;
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;taksit_sayisi;9;0.85;rule_heuristic;;Ana Sayfa Kampanyalar İşim İçin Kart Kampanyaları Sağlam Business Kart'tan Dev Kampanya 3 Ay Erteleme ve %3,49 Oranla [9 Taksit] İmkanı! Sağlam Business Kartınızla harcamanızı 3 ay erteleme ve %3,49 oranla toplamda 9 taksite bölebilirsiniz. Hemen B…;;;
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;odul_miktari;"{""currency"": ""TRY"", ""value"": 300.0}";0.82;rule_heuristic;;…seçebilirsiniz. Sağlam Business Kart ile yapılan işlemlere taksit yapılabilmesi için minimum harcama tutarı 300 TL'dir. [300 TL] altındaki işlemler tek çekim olarak gerçekleşir. Sağlam Business Kart ile alkollü içecek satan market ve tekel bayi alı…;;;
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;kampanya_suresi;2026-05-18;0.72;rule_heuristic;;…harcamanızı 3 ay erteleme ve %3,49 oranla toplamda 9 taksite bölebilirsiniz. Hemen Başvur Müşteri Ol Kampanya Tarihleri [18.05.2026] - 31.12.2026 Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da paylaş Kuveyt Türk Müşteri…;;;
kuveyt-turk--katilma-hesaplari-ara-donem-kar-payi-odemeli-hesaplar;kuveyt-turk;campaign_type;Yatırım Ürünü;0.70;classifier;;Ana Sayfa Kendim İçin Hesaplar Katılma Hesapları Ara Dönem Kâr Payı Ödemeli Hesaplar Katılma Hesabı Dijital Katılma Hesabı Hoş Geldin Katılma Hesabı Sepet Hesap İncir Katılma Hesabı Ara Dönem Kâr Payı Ödemeli Hesaplar Yu …;;;
kuveyt-turk--katilma-hesaplari-ara-donem-kar-payi-odemeli-hesaplar;kuveyt-turk;kar_payi_orani;50.0;0.50;rule_heuristic;;…çekimi ile ilgili kurallardan en az birinin ihlali hâlinde yasal mevzuat gereği Kuveyt Türk'ün verdiği brüt kâr payının [%50]'si geri alınır. Ara dönemde oluşan kâr payı, isteğiniz doğrultusunda cari hesabınıza ya da Kârlı Katılma Hesabı'nıza ak…;;;
kuveyt-turk--katilma-hesaplari-ara-donem-kar-payi-odemeli-hesaplar;kuveyt-turk;kampanya_suresi;2025-07-09;0.55;rule_heuristic;;…l (372 Gün) Alternatif 20.000 92-8 92-8 92-8 92-8 Yatırım 150.000 97-3 97-3 97-3 97-3 Stopaj Oranı** 10% 10% 10% 10% ** [09.07.2025] tarihinden itibaren açılan ve vadesi yenilenen hesaplar USD-Euro Ara Dönem Kâr Payı Ödemeli Katılma Hesapları USD Ara D…;;;
kuveyt-turk--katilma-hesaplari-birikimli-katilma-hesabi;kuveyt-turk;campaign_type;Konut Finansmanı;0.60;classifier;;Ana Sayfa Kendim İçin Hesaplar Katılma Hesapları Birikimli Katılma Hesabı Katılma Hesabı Dijital Katılma Hesabı Hoş Geldin Katılma Hesabı Sepet Hesap İncir Katılma Hesabı Ara Dönem Kâr Payı Ödemeli Hesaplar Yuvam TL Katı …;;;
kuveyt-turk--katilma-hesaplari-birikimli-katilma-hesabi;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 50.0}";0.50;rule_heuristic;;…50 TL, 100 dolar, 100 euro veya 50 gr altın olması gerekir. Belirlediğiniz periyotlarla yatırabileceğiniz minimum tutar [50 TL], 50 dolar, 50 euro ya da 1 gram altındır. Ödemelerinizi, cari hesabınızdan vereceğiniz talimatla yapabilirsiniz. Verdiğ…;;;
kuveyt-turk--katilma-hesaplari-birikimli-katilma-hesabi;kuveyt-turk;vade_ay;36;0.85;rule_heuristic;;"…atılma Hesabı; küçük meblağlarla uzun vadede büyük birikimler yapmak isteyenlere uygun katılma hesabı ürünüdür. Minimum [3 yıl] vade ile açabileceğiniz hesabınız sayesinde zamanla yüksek oranda tasarruf sağlayabilirsiniz. Siz de şimdi Birikimli Ka…";;;
kuveyt-turk--konut;kuveyt-turk;campaign_type;Konut Finansmanı;0.70;classifier;;Konut Finansmanı Kampanyası. Kuveyt Türk ile hayalinizdeki eve kavuşun. Konut finansmanında kâr payı oranı %1,89'dan başlayan oranlarla, 120 aya kadar vade imkânı. Tahsis ücreti 750 TL. Kampanya 31.12.2026 tarihine kadar …;;;
kuveyt-turk--medium-bireysel-finansman-talebi-onay-ve-bilgilendirme-fo-4013-pdf;kuveyt-turk;campaign_type;Finansman;0.70;classifier;;KUVEYT TÜRK KATILIM BANKASI A.Ş. | Büyükdere Street No: 129/1 Esentepe / Şişli / Istanbul. Mersis No: 0600002681400074 | kuveytturk@hs03.kep.tr | www.kuveytturk.com.tr | Tel: 444 0 123 Activity: Any Activity Allowed Unde …;;;
kuveyt-turk--medium-bireysel-finansman-talebi-onay-ve-bilgilendirme-fo-4013-pdf;kuveyt-turk;vade_ay;12;0.55;rule_heuristic;;… Rate and Total Payable Amount) Finansman Miktarı/ Financing Amount : 10.000TL Taksit Sayısı / Number of Installments : [12 ay] / months Aylık Kar payı oranı / Monthly Profit share rate : %1,20 Efektif Yıllık Kar Payı Oranı / Effective Annual Prof…;;;
