doc_id;bank;field;model_value;model_conf;confidence_source;disagreement;snippet;gold_value;verdict;note;protokol
dunya-katilim--kampanyalar-fiziki-altin;dunya-katilim;campaign_type;İhtiyaç Finansmanı;0.60;classifier;;Anasayfa Kampanyalar Fiziki Altın ⏰ Kampanya Süresi Dolmuştur! Yeni Müşterilere Özel Altına Altın Hediye Kampanyası! ⏰ Kampanya Süresi Dolmuştur! ✨ Yeni Kampanyalarımız İçin Bizi Takip Etmeyi Unutmayın! Dünya Katılım'dan …;;;;v2
dunya-katilim--kampanyalar-fiziki-altin;dunya-katilim;kampanya_suresi;2026-03-31;0.72;rule_heuristic;;…an Yeni Müşterilere Altın Değerinde Fırsat! Dünya Katılım, yeni müşterilerine özel yepyeni bir kampanya ile karşınızda! [13.01.2026-31.03.2026] tarihleri arasında Dünya Katılım Mobil Şube veya İnternet Şube üzerinden fiziki altın siparişi veren yeni müşterilerimi…;;;;v2
dunya-katilim--kampanyalar-itopya;dunya-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Anasayfa Kampanyalar Itopya ITOPYA.COM'da Vade Farksız 6 Taksit Fırsatı! Dünya Katılım Paraf ile Itopya mağazaları ve www.itopya.com 'dan yapılacak taksitli alışverişinize vade farksız 6 taksit imkanı sunulacaktır. Kampa …;;;;v2
dunya-katilim--kampanyalar-itopya;dunya-katilim;taksit_sayisi;6;0.85;rule_heuristic;;Anasayfa Kampanyalar Itopya ITOPYA.COM'da Vade Farksız [6 Taksit] Fırsatı! Dünya Katılım Paraf ile Itopya mağazaları ve www.itopya.com 'dan yapılacak taksitli alışverişinize vade farksı…;;;;v2
dunya-katilim--kampanyalar-itopya;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;… tamamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Sona erdi Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;campaign_type;Finansman;0.70;classifier;;Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerind …;;;;v2
hayat-finans--kampanyalar-biz-kart-yemek-harcamasi-nakit-iade-kampanyasi;hayat-finans;campaign_type;Yeni Müşteri;0.60;classifier;;Biz Kart ile Yemek Harcamalarına 1.000 TL'ye Varan Nakit İade! Yakınlarınıza verdiğiniz Biz Kart ile yemek sektöründe yapılan harcamaların %10'una kadar nakit iade kazanın. Kampanya kapsamında günlük en fazla 100 TL, ayl …;;;;v2
hayat-finans--kampanyalar-biz-kart-yemek-harcamasi-nakit-iade-kampanyasi;hayat-finans;kampanya_suresi;2026-08-31;0.82;rule_heuristic;;…mında günlük en fazla 100 TL, aylık toplamda ise 1.000 TL'ye kadar nakit iade alabilirsiniz. Kampanya Dönemi: 6 Şubat - [31 Ağustos 2026] Yakınlarınız için Biz Kart Başvurusunu Nasıl Yapabilirsiniz? Mobil Uygulama Tüm İşlemler> Kartlar> Biz Kart Başvurusu a…;;;;v2
hayat-finans--kampanyalar-hayatfinansla-islem-yaptikca-kazan;hayat-finans;campaign_type;Yeni Müşteri;0.60;classifier;;Hayat Finans'la İşlem Yaptıkça Kazan! Masraf yok, kazanç var: Hayat'la Kazan Bankacılık işlemlerinizi kazanca dönüştürün. Günlük bankacılık işlemlerinizi Hayat Finans'tan gerçekleştirin, yaptığınız işlemlerden nakit ödül …;;;;v2
hayat-finans--kampanyalar-hayatfinansla-islem-yaptikca-kazan;hayat-finans;kampanya_suresi;2026-12-31;0.82;rule_heuristic;;…ması içerisindeki hediye alanında dilediğiniz ürün ve hizmetlerde değerlendirebilirsiniz. 📢 Kampanya Dönemi: 2 Temmuz - [31 Aralık 2026] Hayat Finans Mobil Hayat Pay Mobil Kazandıran İşlemler 💵 Hesaba Gelen Para Transferleri Başka bir banka hesabından veya…;;;;v2
kuveyt-turk--kart-kampanyalari-e-ticaret-pazaryeri-saticilarina-ozel-vade-farksiz-3-taksit;kuveyt-turk;campaign_type;Yeni Müşteri;0.60;classifier;;Ana Sayfa Kampanyalar İşim İçin Kart Kampanyaları E-Ticaret Pazaryeri Satıcılarına Özel Vade Farksız 3 Taksit! Sağlam Business Kart ile 250.000 TL'ye kadar vade farksız 3 taksit fırsatına ek, hak edişlerinizi yönlendirdi …;;;;v2
kuveyt-turk--kart-kampanyalari-e-ticaret-pazaryeri-saticilarina-ozel-vade-farksiz-3-taksit;kuveyt-turk;taksit_sayisi;3;0.85;rule_heuristic;;Ana Sayfa Kampanyalar İşim İçin Kart Kampanyaları E-Ticaret Pazaryeri Satıcılarına Özel Vade Farksız [3 Taksit]! Sağlam Business Kart ile 250.000 TL'ye kadar vade farksız 3 taksit fırsatına ek, hak edişlerinizi yönlendirdiğiniz her…;;;;v2
kuveyt-turk--kart-kampanyalari-e-ticaret-pazaryeri-saticilarina-ozel-vade-farksiz-3-taksit;kuveyt-turk;kampanya_suresi;2026-12-31;0.72;rule_heuristic;;…a ek, hak edişlerinizi yönlendirdiğiniz her ay başına vade farksız 3 taksit avantajı Kuveyt Türk'te! Kampanya Tarihleri [26.02.2026 - 31.12.2026] Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da paylaş Kampanyadan Kimler Faydalanabili…;;;;v2
kuveyt-turk--kart-kampanyalari-saglam-business-kart-qr-odeme-ile-4000-tl-ye-varan-altin-puan-;kuveyt-turk;campaign_type;Alışveriş Puanı;0.60;classifier;;Ana Sayfa Kampanyalar İşim İçin Kart Kampanyaları Sağlam Business Kart QR Ödeme ile 4.000 TL' ye Varan Altın Puan Fırsatı! Sağlam Business Kart ile yıl sonuna kadar her ay yapılacak QR ödemelerinize 2.000 TL ve üzeri her …;;;;v2
kuveyt-turk--kart-kampanyalari-saglam-business-kart-qr-odeme-ile-4000-tl-ye-varan-altin-puan-;kuveyt-turk;alisveris_puani;"{""kind"": ""points"", ""value"": 4000.0}";0.82;rule_heuristic;;Ana Sayfa Kampanyalar İşim İçin Kart Kampanyaları Sağlam Business Kart QR Ödeme ile [4.000] TL' ye Varan Altın Puan Fırsatı! Sağlam Business Kart ile yıl sonuna kadar her ay yapılacak QR ödemelerinize 2.000 TL v…;;;;v2
kuveyt-turk--kart-kampanyalari-saglam-business-kart-qr-odeme-ile-4000-tl-ye-varan-altin-puan-;kuveyt-turk;kampanya_suresi;2026-12-31;0.72;rule_heuristic;;… üzeri her harcamanıza %5, toplamda 4.000 TL'ye varan Altın Puan fırsatı sizi bekliyor! Hemen Başvur Kampanya Tarihleri [25.06.2026 - 31.12.2026] Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da paylaş Sağlam Business Kredi Kartları y…;;;;v2
tkbb--tkbb-egitim-faizsiz-finans-urunleri;tkbb;campaign_type;Yatırım Ürünü;0.80;classifier;;Faizsiz Finans Ürünleri Anasayfa Faizsiz Finans Ürünleri Katılma Hesabı Kâr ve Zarara Katılma Hesapları, katılım bankalarına yatırılan fonların bu kurumlarca kullandırılmasından doğacak kâr ve zarara katılma sonucunu ver …;;;;v2
tom-katilim--kampanyalar;tom-katilim;campaign_type;Kart;0.70;classifier;;Güncel kampanyalarımız için lütfen tıklayın. Kampanyalar Özel Okul Ödemelerinde 10 Taksit, üstelik vade farksız! TOM Bank Hadi Kazananlar Kulubü Paketleri ile Hadi Black Kredi Kartı ile yapılacak özel okul ödemelerinde T …;;;;v2
tom-katilim--kampanyalar;tom-katilim;taksit_sayisi;10;0.85;rule_heuristic;;Güncel kampanyalarımız için lütfen tıklayın. Kampanyalar Özel Okul Ödemelerinde [10 Taksit], üstelik vade farksız! TOM Bank Hadi Kazananlar Kulubü Paketleri ile Hadi Black Kredi Kartı ile yapılacak özel okul öde…;;;;v2
tom-katilim--kampanyalar;tom-katilim;kampanya_suresi;2026-09-30;0.85;rule_heuristic;;…atı! Üstelik vade farksız, hemen paketini seç! Paket detaylarını aşağıdan inceleyebilirsin! Kampanya Koşulları Kampanya [19.01.2026 – 30.09.2026] tarihleri arasında Hadi Black Kredi Kartı ile yapılacak özel okul ödemelerinde geçerlidir. Kampanyaya sadece Hadi Black…;;;;v2
turkiye-emlak-katilim--kampanya-paraf-ile-damat-tweende-3000-tl-parafpara;turkiye-emlak-katilim;campaign_type;Alışveriş Puanı;0.60;classifier;;Türkiye Emlak Katılım Bankası A.Ş. internet sitesini ziyaretiniz esnasında kullanılabilecek çerezler ve benzeri teknolojiler hakkında bilgi vermek amacıyla işbu Çerez Politikası'nı hazırlanmıştır. Ana sayfa Bireysel Kamp …;;;;v2
turkiye-emlak-katilim--kampanya-paraf-ile-damat-tweende-3000-tl-parafpara;turkiye-emlak-katilim;kampanya_suresi;2026-07-31;0.72;rule_heuristic;;…kcell, Vodafone veya Türk Telekom operatörleri üzerinden ve yurt içinden gönderilmesi gerekmektedir. Kampanya Koşulları [01-31 Temmuz 2026] tarihleri arasında DAMAT TWEEN'de Paraf POS'undan tek seferde yapılacak 30.000 TL ve üzeri ilk alışverişe 3.000 TL Para…;;;;v2
turkiye-emlak-katilim--kampanya-paraf-ile-damat-tweende-3000-tl-parafpara;turkiye-emlak-katilim;kampanya_kosullari;"[""Kampanyaya katılmak için \"" DAMAT \"" yazıp 6026'ya SMS gönderilmesi gerekmektedir."", ""Katılım SMS'i ücretsiz olup; kampanyaya katılabilmek için SMS'in Turkcell, Vodafone veya Türk Telekom operatörleri üzerinden ve yurt içinden gönderilmesi gerekmektedir."", ""Kampanya Koşulları 01-31 Temmuz 2026 tarihleri arasında DAMAT TWEEN'de Paraf POS'undan tek seferde yapılacak 30.000 TL ve üzeri ilk alışverişe 3.000 TL ParafPara verilecektir."", ""Kampanya dönemi boyunca bir müşteri sadece bir kez 3.000 TL ParafPara kazanabilecektir."", ""Türkiye Emlak Katılım Bankası A.Ş. kampanyayı dilediği zaman durdurma ve/veya kampanya koşullarını değiştirme hakkına sahiptir."", ""Kampanya kapsamında kazanılan ParafPara'lar, kampanyayı takip eden ayın 10‘unde, kampanya koşullarını sağlayan müşterilerimizin işlem yaptığı ve kullanıma açık kartına yansıtılacaktır.""]";0.65;rule_heuristic;;"…nya Paraf ile Damat Tween'de 3.000 TL ParafPara Paraf ile Damat Tween'de 3.000 TL ParafPara Kampanyaya Nasıl Katılırım? [Kampanyaya katılmak için "" DAMAT "" yazıp 6026'ya SMS gönderilmesi gerekmektedir.] Kampanya katılımının başarılı sayılabilmesi için banka sisteminde adınıza tanımlı telefon numarasından katılım sağlanma…";;;;v2
turkiye-emlak-katilim--kampanya-paraf-ile-vaillantta-9-aya-varan-taksit;turkiye-emlak-katilim;vade_ay;9;0.85;rule_heuristic;;… Varan Taksit! 31 Ağustos 2026 tarihine kadar Paraf üyesi Vaillant sanal POS'u üzerinden yapılan işlemlere vade farksız [9 ay] taksit imkanı sunulacaktır. Kampanyaya sadece Vaillant'ın kendi POS'undan gerçekleşen işlemler dahildir. Bayi POS'undan…;;;;v2
turkiye-emlak-katilim--kampanya-paraf-ile-vaillantta-9-aya-varan-taksit;turkiye-emlak-katilim;kampanya_suresi;2026-08-31;0.82;rule_heuristic;;…sayfa Bireysel Kampanyalar Kampanya Paraf ile Vaillant'ta 9 Aya Varan Taksit! Paraf ile Vaillant'ta 9 Aya Varan Taksit! [31 Ağustos 2026] tarihine kadar Paraf üyesi Vaillant sanal POS'u üzerinden yapılan işlemlere vade farksız 9 ay taksit imkanı sunulacaktı…;;;;v2
turkiye-emlak-katilim--kurumsal-sigorta-urunleri-uzun-sureli-leasing;turkiye-emlak-katilim;vade_ay;36;0.85;rule_heuristic;;…klilik Kurumsal Sigorta Ürünleri Uzun Süreli Leasing × Your browser does not support the audio element. Sözleşme vadesi [3 yıldan] fazla olan kiralamalar uzun süreli leasing kategorisinde yer alır. 3 yıla kadar poliçe vadesi ve 750.000 EUR'a kadar te…;;;;v2
turkiye-emlak-katilim--sermaye-piyasasi-urunleri-pay-piyasasi-hisse-senedi;turkiye-emlak-katilim;campaign_type;Yatırım Ürünü;0.60;classifier;;Türkiye Emlak Katılım Bankası A.Ş. internet sitesini ziyaretiniz esnasında kullanılabilecek çerezler ve benzeri teknolojiler hakkında bilgi vermek amacıyla işbu Çerez Politikası'nı hazırlanmıştır. Pay Piyasası (Hisse Sen …;;;;v2
turkiye-finans--default;turkiye-finans;campaign_type;İhtiyaç Finansmanı;0.70;classifier;;Tek SMS'le Hızlı Finansman Cebinizde! Detaylı Bilgi Yataş konforunu ertelemeyin, Hızlı Finansman'la hemen yenilenin Detaylı Bilgi Bosch teknolojisine Hızlı Finansman avantajlarıyla ulaşın! Detaylı Bilgi Hızlı Finansman'a …;;;;v2
turkiye-finans--konut-finansmani-konut-finansmani;turkiye-finans;vade_ay;120;0.85;rule_heuristic;;…ı ürünlerinin tamamının finansman başvurusu ile birlikte alınması şartıyla uygulanmaktadır. Finansmanın maksimum vadesi [120 ay] olup, tahsis ücreti vergiler hariç finansman tutarının binde 5'i oranındadır. Yıllık maliyete kar oranı, tahsis ücreti,…;;;;v2
turkiye-finans--konut-finansmani-konut-finansmani;turkiye-finans;kampanya_kosullari;"[""Türkiye Finans'ın 100'ünde Gelecek Olan 5 Üyesi Cumhuriyetimizin Unutulmaz 100'leri Bankacılığın Tarihçesi ve Türkiye'de Bankacılık Türleri Dijital Dünyada Güvenlik İçin Temel İpuçları Avrupa Yeşil Mutabakatı: Sürdürülebilir Ekonomiler İçin Yol Haritası 2023'ü Geride Bırakırken DASK - Zorunlu Deprem Sigortası Nedir?"", ""Türkiye Finans Konut Finansmanı (bankacılık kanununa göre konut kredisi), uygun koşullarda ev sahibi olmanız için sunulan finansman desteğidir."", ""Konut Finansmanı (Konut Kredisi)* çözümlerimizden bütçenize göre dilediğinizi seçebilir, uygun ödeme koşulları ile zorlanmadan ev sahibi olabilirsiniz."", ""Banka gerekli gördüğü durumlarda kefil ve ek belge isteme hakkına sahiptir."", ""Maliyet tablosu hesaplamasında yer alan kar oranları; Yedek Hesap, DASK, Finansman Ferdi Kaza Sigortası, Konut Sigortası, Otomatik Fatura Ödeme Talimatı ürünlerinin tamamının finansman başvurusu ile birlikte alınması şartıyla uygulanmaktadır."", ""Finansmanın maksimum vadesi 120 ay olup, tahsis ücreti vergiler hariç finansman tutarının binde 5'i oranındadır."", ""Ekspertiz ücreti minimum maliyetler üzerinden hesaplanmış olup Ekspertiz ücreti Resmi Kurumlara ödenen harç miktarına, taşınmazın alanına, mevcut durumuna ve bulunduğu lokasyona göre değişebilmektedir.Gayrimenkulün bulunduğu lokasyona bağlı olarak ekspertiz firmasına ödenen meblağ arttığında, müşteriden tahsil edilecek ekspertiz ücreti de artacaktır."", ""Mortgage finansmanı için gerekli belgeler nelerdir?""]";0.65;rule_heuristic;;…ra Biriktirme Yolları Enflasyon Nedir? Nasıl Hesaplanır? 3D Secure Nedir, Ne İşe Yarar? Kredi Notu (Kredi Puanı) Nedir? [Türkiye Finans'ın 100'ünde Gelecek Olan 5 Üyesi Cumhuriyetimizin Unutulmaz 100'leri Bankacılığın Tarihçesi ve Türkiye'de Bankacılık Türleri Dijital Dünyada Güvenlik İçin Temel İpuçları Avrupa Yeşil Mutabakatı: Sürdürülebilir Ekonomiler İçin Yol Haritası 2023'ü Geride Bırakırken DASK - Zorunlu Deprem Sigortası Nedir?] Sağlık Sigortası Nedir? Neden Sağlık Sigortası Yaptırmalıyız? Katılma Hesabı Nedir, Nasıl Açılır? Sürdürülebilir Bir Ge…;;;;v2
vakif-katilim--detay-3-ay-ertelemeli-motosiklet-kampanyasi;vakif-katilim;campaign_type;Finansman;0.70;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar 3 Ay Ertelemeli Motosiklet Kampanyası Kampanya Geçerlilik Ta …;;;;v2
vakif-katilim--detay-3-ay-ertelemeli-motosiklet-kampanyasi;vakif-katilim;vade_ay;48;0.85;rule_heuristic;;…Kampanya Geçerlilik Tarihi Kampanya Süresi Dolmuştur Kampanya Detayları Hayalinizdeki Motosiklet Başka Bahara Kalmasın! [48 ay] vadeye kadar, sıfır kilometre motosikletlerde uygun kâr oranlarıyla motosiklet finansmanı Vakıf Katılım'da! Siz de heme…;;;;v2
vakif-katilim--finansmanlar-nakdi-finansmanlar;vakif-katilim;campaign_type;Taşıt Finansmanı;0.70;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa İşim İçin Finansmanlar Nakdi Finansmanlar Nakdi Finansmanlar Vadeli İhracatın Finans …;;;;v2
vakif-katilim--isim-icin-yatirim;vakif-katilim;campaign_type;İhtiyaç Finansmanı;0.60;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa İşim İçin Yatırım Yatırım Vakıf Katılım müşteri odaklı bakış açısıyla ve zengin ürün …;;;;v2
ziraat-katilim--kart-kampanyalari-enplusta-4-taksit;ziraat-katilim;campaign_type;Kart;0.70;classifier;;Enplus'ta 4 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasiye 1 Gene …;;;;v2
ziraat-katilim--kart-kampanyalari-enplusta-4-taksit;ziraat-katilim;taksit_sayisi;4;0.85;rule_heuristic;;Enplus'ta [4 Taksit] Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve …;;;;v2
ziraat-katilim--kart-kampanyalari-saglik-sektorunde-5-taksit;ziraat-katilim;campaign_type;Kart;0.70;classifier;;Sağlık Sektöründe +5 Taksit Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve İklimlendirme 2 Akaryakıt 12 Diğer Kampanyalar 1 Eğitim, Kitap ve Kırtasi …;;;;v2
ziraat-katilim--kart-kampanyalari-saglik-sektorunde-5-taksit;ziraat-katilim;taksit_sayisi;5;0.85;rule_heuristic;;Sağlık Sektöründe +[5 Taksit] Tüm Kampanyalar 2 Kuyum, Optik ve Saat 3 Market ve Gıda 4 E-Ticaret 2 Elektronik ve Telekomünikasyon 3 Yapı Sektörü ve …;;;;v2
ziraat-katilim--kart-kampanyalari-saglik-sektorunde-5-taksit;ziraat-katilim;kampanya_suresi;2026-08-05;0.72;rule_heuristic;;…değiştirme ve kampanyayı durdurma hakkına sahiptir. SAYFAYI PAYLAŞ Diğer Kampanyalar MTV Ödemelerinize 4 Taksit Son Gün [05.08.2026] Diğer Kampanyalar MTV Ödemelerinize 4 Taksit Son Gün 05.08.2026 Detaylar Diğer Kampanyalar Kültür Sanat Harcamalarınıza…;;;;v2
dunya-katilim--kampanyalar-itopya;dunya-katilim;vade_ay;12;0.45;rule_heuristic;;"…ile gerçekleştirilecek mal ve hizmet alımları ile nakit çekimlerinde taksitlendirme süresi bireysel kredi kartları için [12 ayı], kurumsal/ticari kredi kartları için ise 18 ayı geçemez. Bu süre bireysel kredi kartları ile yapılan; basılı ve külçe h…";;;;v2
ziraat-katilim--kart-kampanyalari-enplusta-4-taksit;ziraat-katilim;kampanya_suresi;2026-08-31;0.45;rule_heuristic;;…değiştirme ve kampanyayı durdurma hakkına sahiptir. SAYFAYI PAYLAŞ Beyaz Eşya ve Ev Aletleri Karaca'da 3 Taksit Son Gün [31.08.2026] Beyaz Eşya ve Ev Aletleri Karaca'da 3 Taksit Son Gün 31.08.2026 Detaylar Beyaz Eşya ve Ev Aletleri Uğur Derin Dondurucu…;;;;v2
albaraka--ayricalik-otopark-harcamalarinizda-yuzde10-indirim-54;albaraka;indirim_orani;10.0;0.95;rule_heuristic;;Ayrıcalıklar Anasayfa Ayrıcalıklar Otopark Harcamalarınızda %[10] İndirim Ayrıcalıklarla dolu Albaraka Özel Bankacılık Kredi Kartlarınızı kullanarak tek seferde yapacağınız 5.000 TL'ye …;;;;v2
albaraka--ayricalik-otopark-harcamalarinizda-yuzde10-indirim-54;albaraka;kampanya_kosullari;"[""Kampanyaya katılım, kampanya koşullarını sağlayan harcamanın gerçekleştirilmesi sonrası otomatik olarak alınacak olup müşterinin kampanyaya katılması için SMS vb. yollarla talepte bulunmasına gerek yoktur.""]";0.95;rule_heuristic;;…apılan harcamalar dahildir. Yurt dışında yapılan harcamalar için ödüllendirmeler TL para birimi üzerinden yapılacaktır. [Kampanyaya katılım, kampanya koşullarını sağlayan harcamanın gerçekleştirilmesi sonrası otomatik olarak alınacak olup müşterinin kampanyaya katılması için SMS vb. yollarla talepte bulunmasına gerek yoktur.] Kampanya 31 Aralık 2026 tarihine kadar geçerlidir. Kampanya aylık 1.000 kişi ile sınırlıdır. Albaraka Türk Katılım Bank…;;;;v2
