doc_id;bank;field;model_value;model_conf;confidence_source;disagreement;snippet;gold_value;verdict;note
turkiye-finans--kampanyalar-kamu-calisanlarina-ozel-ihtiyac-finansmani;turkiye-finans;finansman_tutari;"{""currency"": ""TRY"", ""value"": 125000.0}";0.85;rule_heuristic;;…tanınacaktır. Kampanyadan kamu çalışanı olan bireysel mevcut ve yeni müşterilerimiz yararlanabilir. Finansman tutarının [125.000 TL]' ye kadar olması durumunda maksimum vade 36 aydır. Finansman tutarının 125.000 TL – 250.000 TL arasında olması durumund…;;;
turkiye-finans--kampanyalar-kamu-calisanlarina-ozel-ihtiyac-finansmani;turkiye-finans;vade_ay;24;0.85;rule_heuristic;;…ı durumunda maksimum vade 36 aydır. Finansman tutarının 125.000 TL – 250.000 TL arasında olması durumunda maksimum vade [24 ayı] aşamaz. Finansman tutarının 250.000 TL'nin üzerinde olması durumunda maksimum vade 12 ayı aşamaz. Banka, kampanya koşul…;;;
turkiye-finans--kampanyalar-katilim-hesabi-kampanyasi;turkiye-finans;campaign_type;Konut Finansmanı;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--kampanyalar-katilim-hesabi-kampanyasi;turkiye-finans;kampanya_suresi;2025-12-31;0.72;rule_heuristic;;…lardan yararlanabilir. Kampanya Hangi Tarihler Arasında Geçerlidir? Kampanyaya özel kâr paylaşım oranından oranlarından [31 Aralık 2025] - 31 Temmuz 2026 tarihleri arasında yararlanabilirsiniz. Nasıl Katılım Hesabı Açabilirim? Katılım hesabınızı size en ya…;;;
turkiye-finans--kampanyalar-mastercard-business-kart-firsat;turkiye-finans;campaign_type;Konut Finansmanı;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--kampanyalar-odeme-kampanyalari;turkiye-finans;campaign_type;Konut Finansmanı;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--kampanyalar-sigorta-kampanyalari;turkiye-finans;campaign_type;Konut Finansmanı;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--kampanyalar-ticari-kampanyalar;turkiye-finans;campaign_type;Konut Finansmanı;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--kampanyalar-turkiye-finans-avantajlariyla-mobilden-tanis;turkiye-finans;kar_payi_orani;2500.0;0.50;rule_heuristic;;…arsa dilerseniz mobilden, dilerseniz İnternet Şubesi üzerinden ya da şubelerimizden başvuru yapabilir, kâr payı olmadan [2.500 ]TL'ye kadar Yedek Hesap limiti kullanabilirsiniz. Yedek Hesap hakkında detaylı bilgi almak için tıklayın . Başvuru Merke…;;;
turkiye-finans--kampanyalar-turkiye-finans-avantajlariyla-mobilden-tanis;turkiye-finans;finansman_tutari;"{""currency"": ""TRY"", ""value"": 125000.0}";0.85;rule_heuristic;;…zi planlayarak mal ve hizmet alımı ihtiyaçlarınıza yönelik harcamalarınızı gerçekleştirebilirsiniz. Finansman tutarının [125.000 TL]'ye kadar olması durumunda maksimum 36 ay, Finansman tutarının 250.000 TL'ye kadar olması durumunda maksimum 24 ay, Fina…;;;
turkiye-finans--kampanyalar-turkiye-finans-avantajlariyla-mobilden-tanis;turkiye-finans;vade_ay;36;0.85;rule_heuristic;;"…rı ürün hizmet ücretleri sayfasında yer almaktadır. Finansman tutarı; 125.000TL'ye kadar olması durumunda maksimum vade [36 ayı], 125.001-250.000 TL'ye kadar olması durumunda 24 ayı, 250.000 TL'den fazla olması durumunda 12 ayı aşamaz. Tahsis ücret…";;;
turkiye-finans--kampanyalar-turkiye-finans-avantajlariyla-mobilden-tanis;turkiye-finans;kampanya_suresi;2026-07-31;0.72;rule_heuristic;;…lardan ve bonus fırsatlarından yararlanabilirsiniz. Kampanya Hangi Tarihler Arasında Geçerlidir? Kampanyadan 1 Temmuz - [31 Temmuz 2026] tarihleri arasında yararlanabilirsiniz. Kampanyadan Kimler Yararlanabilir? Mobilden Türkiye Finanslı olan tüm müşterile…;;;
turkiye-finans--kampanyalar-yatirim-kampanyalari;turkiye-finans;campaign_type;Konut Finansmanı;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--kampanyalar-yeni-yatirim-hesabiniza-sifir-komisyon;turkiye-finans;campaign_type;Konut Finansmanı;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--kampanyalar-yeni-yatirim-hesabiniza-sifir-komisyon;turkiye-finans;odul_miktari;"{""currency"": ""TRY"", ""value"": 0.0}";0.82;rule_heuristic;;…a da tanımlanan on binde 2 kampanya komisyon oranı ile işlem yapmaya devam edebilecektir. Kampanya dönemi boyunca 5.000.[000 TL] altında işlem hacmi gerçekleştiren müşterilerimizin tanımlanmış sıfır kampanya komisyon oranı, kampanya sonrasında bind…;;;
turkiye-finans--kampanyalar-yeni-yatirim-hesabiniza-sifir-komisyon;turkiye-finans;kampanya_suresi;2026-05-01;0.72;rule_heuristic;;…ararlanabilir. Kampanya Hangi Tarihler Arasında Geçerlidir? Kampanyaya özel yurt içi hisse senedi komisyon oranlarından [01 Mayıs 2026]-31 Temmuz 2026 tarihleri arasında yararlanabilirsiniz. Nasıl Yatırım Hesabı Açabilirim? Yurt içi hisse senedi alım-satı…;;;
turkiye-finans--konut-finansmani-konut-finansmani;turkiye-finans;vade_ay;120;0.85;rule_heuristic;;…ı ürünlerinin tamamının finansman başvurusu ile birlikte alınması şartıyla uygulanmaktadır. Finansmanın maksimum vadesi [120 ay] olup, tahsis ücreti vergiler hariç finansman tutarının binde 5'i oranındadır. Yıllık maliyete kar oranı, tahsis ücreti,…;;;
turkiye-finans--nakit-yonetimi-tedarikci-finansmani;turkiye-finans;campaign_type;Konut Finansmanı;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--tasit-finansmani-tasit-finansmani;turkiye-finans;vade_ay;48;0.85;rule_heuristic;;"…değişmektedir. 0 km araçlarda fatura değeri, 2 el araçlarda kasko değeri baz alınacak şekilde; 400.000 TL'ye kadar vade [48 ayı], 400.000-800.000 TL arası vade 36 ayı, 800.000 TL – 1.200.000 TL arası vade 24 ayı, 1.200.000-2.000.000 TL arasında bir…";;;
turkiye-finans--tasit-finansmani-tasit-finansmani-2;turkiye-finans;vade_ay;48;0.85;rule_heuristic;;"…değişmektedir. 0 km araçlarda fatura değeri, 2 el araçlarda kasko değeri baz alınacak şekilde; 400.000 TL'ye kadar vade [48 ayı], 400.000-800.000 TL arası vade 36 ayı, 800.000 TL – 1.200.000 TL arası vade 24 ayı, 1.200.000-2.000.000 TL arasında bir…";;;
vakif-katilim--detay-3-ay-ertelemeli-motosiklet-kampanyasi;vakif-katilim;campaign_type;Finansman;0.70;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar 3 Ay Ertelemeli Motosiklet Kampanyası Kampanya Geçerlilik Ta …;;;
vakif-katilim--detay-3-ay-ertelemeli-motosiklet-kampanyasi;vakif-katilim;vade_ay;48;0.85;rule_heuristic;;…Kampanya Geçerlilik Tarihi Kampanya Süresi Dolmuştur Kampanya Detayları Hayalinizdeki Motosiklet Başka Bahara Kalmasın! [48 ay] vadeye kadar, sıfır kilometre motosikletlerde uygun kâr oranlarıyla motosiklet finansmanı Vakıf Katılım'da! Siz de heme…;;;
vakif-katilim--detay-3-ay-ertelemeli-motosiklet-kampanyasi;vakif-katilim;taksit_sayisi;3;0.85;rule_heuristic;;…L aralığında olanlar için azami %20'sidir. Tümünü Göster İlginizi Çekebilecek Kampanyalar MTV Ödemelerinde Vade Farksız [3 Taksit] Detaylı Bilgi VKart'la Şarj Et, Yola Devam Et! Detaylı Bilgi TROY ile Gelir Vergisi Ödemelerine Vade Farksız 3 Taksit D…;;;
vakif-katilim--detay-3-ay-ertelemeli-tasit-finansmani;vakif-katilim;campaign_type;Taşıt Finansmanı;0.70;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar 3 Ay Ertelemeli Taşıt Finansmanı Kampanya Geçerlilik Tarihi …;;;
vakif-katilim--detay-3-ay-ertelemeli-tasit-finansmani;vakif-katilim;vade_ay;48;0.85;rule_heuristic;;…rçek kişi tacir müşterilerin bireysel amaçlı taşıt finansmanlarında, 400.000 TL ve altında olan araçlar için azami vade [48 ay], 400.001 TL – 800.000 TL aralığında olan araçlar için azami vade 36 ay, 800.001 TL – 1.200.000 TL aralığında olan araçl…;;;
vakif-katilim--detay-3-ay-ertelemeli-tasit-finansmani;vakif-katilim;taksit_sayisi;3;0.85;rule_heuristic;;…olan araçlar için ise azami vade 12 aydır. Tümünü Göster İlginizi Çekebilecek Kampanyalar MTV Ödemelerinde Vade Farksız [3 Taksit] Detaylı Bilgi VKart'la Şarj Et, Yola Devam Et! Detaylı Bilgi TROY ile Gelir Vergisi Ödemelerine Vade Farksız 3 Taksit D…;;;
vakif-katilim--detay-50000-tl-ihtiyac-finansmani-kampanyasi;vakif-katilim;campaign_type;İhtiyaç Finansmanı;0.70;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar 50.000 TL İhtiyaç Finansmanı Kampanyası Kampanya Geçerlilik …;;;
vakif-katilim--detay-50000-tl-ihtiyac-finansmani-kampanyasi;vakif-katilim;finansman_tutari;"{""currency"": ""TRY"", ""value"": 50000.0}";0.82;rule_heuristic;;…uzu gerçekleştirin. Kampanya Şartları • Kampanya yeni dijital müşterilere özel olup, ihtiyaç finansmanına özel maksimum [50.000 TL] ve 12 ay finansman için %2.99 oran için geçerlidir. • Kampanyalı orandan yararlanmak isteyen kişiler, Finansman Hayat S…;;;
vakif-katilim--detay-50000-tl-ihtiyac-finansmani-kampanyasi;vakif-katilim;vade_ay;12;0.85;rule_heuristic;;…Dolmuştur Kampanya Detayları 1 Nisan itibarıyla dijital kanallardan müşteri olan Vakıf Katılımlılar %2,99 kâr oranı ile [12 ay] vadeli 50.000 TL ihtiyaç finansmanından yararlanıyor. Finansmandan hemen yararlanmak için Vakıf Katılım Mobil Şube üzer…;;;
vakif-katilim--detay-50000-tl-ihtiyac-finansmani-kampanyasi;vakif-katilim;taksit_sayisi;3;0.85;rule_heuristic;;…e kampanyayı durdurma hakkını saklı tutar. Tümünü Göster İlginizi Çekebilecek Kampanyalar MTV Ödemelerinde Vade Farksız [3 Taksit] Detaylı Bilgi VKart'la Şarj Et, Yola Devam Et! Detaylı Bilgi TROY ile Gelir Vergisi Ödemelerine Vade Farksız 3 Taksit D…;;;
vakif-katilim--detay-anneler-gunu-hediyesi-vakif-katilimda;vakif-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar Anneler Günü Hediyesi Vakıf Katılım'da! Kampanya Geçerlilik …;;;
vakif-katilim--detay-anneler-gunu-hediyesi-vakif-katilimda;vakif-katilim;taksit_sayisi;3;0.85;rule_heuristic;;…a ve kampanyayı durdurma hakkına sahiptir. Tümünü Göster İlginizi Çekebilecek Kampanyalar MTV Ödemelerinde Vade Farksız [3 Taksit] Detaylı Bilgi VKart'la Şarj Et, Yola Devam Et! Detaylı Bilgi TROY ile Gelir Vergisi Ödemelerine Vade Farksız 3 Taksit D…;;;
vakif-katilim--detay-anneler-gunu-hediyesi-vakif-katilimda;vakif-katilim;kampanya_suresi;2024-05-12;0.82;rule_heuristic;;…neler Günü Hediyesi Vakıf Katılım'da! Kampanya Geçerlilik Tarihi Kampanya Süresi Dolmuştur Kampanya Detayları 1 Mayıs – [12 Mayıs 2024] tarihleri arasında görüntülü görüşme ile müşterimiz olan Vakıf Katılımlılar, yıl sonuna kadar tazecicek.com üzerinden y…;;;
vakif-katilim--detay-babalar-gunune-ozel-vkart-hatemoglu-indirimi;vakif-katilim;campaign_type;Kart;0.80;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar Babalar Gününe Özel, VKart Hatemoğlu İndirimi! Kampanya Geçe …;;;
vakif-katilim--detay-babalar-gunune-ozel-vkart-hatemoglu-indirimi;vakif-katilim;taksit_sayisi;3;0.85;rule_heuristic;;…a kampanyayı durdurma hakkını saklı tutar. Tümünü Göster İlginizi Çekebilecek Kampanyalar MTV Ödemelerinde Vade Farksız [3 Taksit] Detaylı Bilgi VKart'la Şarj Et, Yola Devam Et! Detaylı Bilgi TROY ile Gelir Vergisi Ödemelerine Vade Farksız 3 Taksit D…;;;
vakif-katilim--detay-dijitalden-musteri-ol-hisse-senedi-islemlerinde-75-komisyon-indirimi-kazan;vakif-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar Dijitalden Müşteri Ol, Hisse Senedi İşlemlerinde %75 Komisyo …;;;
vakif-katilim--detay-dijitalden-musteri-ol-hisse-senedi-islemlerinde-75-komisyon-indirimi-kazan;vakif-katilim;taksit_sayisi;3;0.85;rule_heuristic;;…oşullarını değiştirme hakkını saklı tutar. Tümünü Göster İlginizi Çekebilecek Kampanyalar MTV Ödemelerinde Vade Farksız [3 Taksit] Detaylı Bilgi VKart'la Şarj Et, Yola Devam Et! Detaylı Bilgi TROY ile Gelir Vergisi Ödemelerine Vade Farksız 3 Taksit D…;;;
vakif-katilim--detay-dijitalden-musteri-ol-hisse-senedi-islemlerinde-75-komisyon-indirimi-kazan;vakif-katilim;kampanya_suresi;2021-12-14;0.72;rule_heuristic;;…in Kampanyalar Dijitalden Müşteri Ol, Hisse Senedi İşlemlerinde %75 Komisyon İndirimi Kazan! Kampanya Geçerlilik Tarihi [14 Aralık 2021] - 31 Aralık 2027 Kampanya Detayları Sadece görüntülü görüşme ile dijital müşteri ol an ve dijital kanallardan yatırım h…;;;
