doc_id;bank;field;model_value;model_conf;confidence_source;disagreement;snippet;gold_value;verdict;note
kuveyt-turk--alisveris-finansmanlari-hepsiburada-alisveris-finansmani;kuveyt-turk;campaign_type;Kart;0.70;classifier;;Ana Sayfa Kendim İçin Finansmanlar Alışveriş Finansmanları Hepsiburada Alışveriş Finansmanı CebimPOS ile Alışveriş Finansmanı İhtiyaç Kart Taksitlio Alışveriş Finansmanı Hepsiburada Alışveriş Finansmanı Trendyol Alışveri …;;;
kuveyt-turk--alisveris-finansmanlari-hepsiburada-alisveris-finansmani;kuveyt-turk;vade_ay;6;0.85;rule_heuristic;;…a 12 taksit, 20.000 TL'nin üzerinde ise en fazla 3 taksit olarak vadelendirilmektedir. Tablet alışverişleriniz en fazla [6 ay] vadelendirilmektedir. Bilgisayar alışverişleriniz en fazla 12 ay vadelendirilmektedir. Uygulamayı İndir QR Kodunu Okut;;;
kuveyt-turk--alisveris-finansmanlari-hepsiburada-alisveris-finansmani;kuveyt-turk;taksit_sayisi;12;0.85;rule_heuristic;;…l ve tarihlerini değiştirme, sonlandırma hakkını saklı tutar. Cep Telefonu alışverişleriniz 20.000 TL'ye kadar en fazla [12 taksit], 20.000 TL'nin üzerinde ise en fazla 3 taksit olarak vadelendirilmektedir. Tablet alışverişleriniz en fazla 6 ay vadele…;;;
kuveyt-turk--alisveris-finansmanlari-lc-waikiki-alisveris-finansmani;kuveyt-turk;campaign_type;Kart;0.70;classifier;;Ana Sayfa Kendim İçin Finansmanlar Alışveriş Finansmanları LC Waikiki Alışveriş Finansmanı CebimPOS ile Alışveriş Finansmanı İhtiyaç Kart Taksitlio Alışveriş Finansmanı Hepsiburada Alışveriş Finansmanı Trendyol Alışveriş …;;;
kuveyt-turk--alisveris-finansmanlari-lc-waikiki-alisveris-finansmani;kuveyt-turk;vade_ay;3;0.85;rule_heuristic;;…Çocuk kıyafetlerinden ev eşyasına, giyimden aksesuara LC Waikiki'den alacağınız ürünlerde 5000 TL'ye kadar vade farksız [3 ay] taksit imkanı ile Alışveriş Finansmanı fırsatını kullanabilir, kredi kartı limitiniz ve nakit paranızdan harcamadan alı…;;;
kuveyt-turk--arac-finansmanlari-dijital-arac-finansmani;kuveyt-turk;campaign_type;Taşıt Finansmanı;0.70;classifier;;Ana Sayfa Kendim İçin Finansmanlar Araç Finansmanları Dijital Araç Finansmanı Araç Finansmanı Dijital Araç Finansmanı Dijital Motosiklet Finansmanı Motosiklet Finansmanı TOGG Finansmanı Dijital Araç Finansmanı Kuveyt Tür …;;;
kuveyt-turk--arac-finansmanlari-dijital-arac-finansmani;kuveyt-turk;vade_ay;48;0.85;rule_heuristic;;…için Dijital Araç Finansmanı başvurusu yapabilirsiniz. Satın almayı planladığınız aracın kullanım durumuna bağlı olarak [48 aya] kadar vade seçeneklerinden faydalanabilirsiniz. Dijital Araç Finansmanı'na Nasıl Başvurulur? Kuveyt Türk Mobil üzerinde…;;;
kuveyt-turk--finansmanlar-arac-finansmanlari;kuveyt-turk;campaign_type;Konut Finansmanı;0.70;classifier;;Ana Sayfa Kendim İçin Finansmanlar Araç Finansmanları Konut Finansmanları Araç Finansmanları Alışveriş Finansmanları İhtiyaç Finansmanları Sürdürülebilir Finansmanlar Araç Finansmanları Araç Finansmanı Araç Finansmanı il …;;;
kuveyt-turk--finansmanlar-arac-finansmanlari;kuveyt-turk;vade_ay;48;0.85;rule_heuristic;;…inansmanları Sürdürülebilir Finansmanlar Araç Finansmanları Araç Finansmanı Araç Finansmanı ile hayalinizdeki otomobile [48 aya] varan vade seçenekleri ile sahip olabilirsiniz. Dijital Araç Finansmanı Türkiye'de bir ilk! Hayallerinizi süsleyen arac…;;;
kuveyt-turk--ihtiyac-finansmanlari-bisiklet-finansmani;kuveyt-turk;campaign_type;İhtiyaç Finansmanı;0.70;classifier;;Ana Sayfa Kendim İçin Finansmanlar İhtiyaç Finansmanları Bisiklet Finansmanı Hac-Umre Finansmanı Eğitim Finansmanı Seyahat Finansmanı Tekne Tüketici Finansmanı Kira Finansmanı İhtiyaç Kart Bisiklet Finansmanı Elektrikli …;;;
kuveyt-turk--ihtiyac-finansmanlari-bisiklet-finansmani;kuveyt-turk;vade_ay;36;0.85;rule_heuristic;;…kli bisiklet, bisiklet veya scooter gibi doğa dostu ulaşım araçlarını nakit sorunu yaşamadan uygun kâr payı oranları ve [36 aya] varan vade seçenekleri ile satın alabilirsiniz. Bisiklet Finansmanı'na Nasıl Başvurulur? Bisiklet Finansmanı'na başvurm…;;;
kuveyt-turk--kampanya-arsivi-akaryakit-istasyonlari-kuveyt-turk-ile-gelecege-hazir;kuveyt-turk;kampanya_suresi;2024-11-01;0.72;rule_heuristic;;…ve 1000 TR Yazarkasa cihazlarınız için POS başvurusu yapın, Kuveyt Türk'ün avantajlarını kaçırmayın. Kampanya Tarihleri [1.11.2024] - 31.03.2025 Kampanya Süresi Doldu! Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da pay…;;;
kuveyt-turk--kampanya-arsivi-arac-finansmani-musterilerine-ozel-akaryakit-harcamalarina-300-t-2;kuveyt-turk;campaign_type;Finansman;0.70;classifier;;Ana Sayfa Kampanyalar Kampanya Arşivi Araç Finansmanı Müşterilerine Özel Akaryakıt Harcamalarına 300 TL İndirim! Araç finansmanı müşterilerimizin akaryakıt harcamalarına 300 TL indirim fırsatı! Kampanya Tarihleri 6.12.20 …;;;
kuveyt-turk--kampanya-arsivi-arac-finansmani-musterilerine-ozel-akaryakit-harcamalarina-300-t-2;kuveyt-turk;kampanya_suresi;2024-12-06;0.72;rule_heuristic;;…ına 300 TL İndirim! Araç finansmanı müşterilerimizin akaryakıt harcamalarına 300 TL indirim fırsatı! Kampanya Tarihleri [6.12.2024] - 31.12.2024 Kampanya Süresi Doldu! Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da pay…;;;
kuveyt-turk--kampanya-arsivi-arac-finansmanina-ucretsiz-hgs-etiketi-kuveyt-turkte;kuveyt-turk;campaign_type;Taşıt Finansmanı;0.60;classifier;;Ana Sayfa Kampanyalar Kampanya Arşivi Araç Finansmanına Ücretsiz HGS Etiketi Kuveyt Türk'te! Kuveyt Türk'ten araç finansmanı kullanın, ücretsiz HGS etiketi fırsatını yakalayın! Kampanya Tarihleri 1.04.2025 - 31.12.2025 K …;;;
kuveyt-turk--kampanya-arsivi-arac-finansmanina-ucretsiz-hgs-etiketi-kuveyt-turkte;kuveyt-turk;kampanya_suresi;2025-04-01;0.72;rule_heuristic;;… Kuveyt Türk'te! Kuveyt Türk'ten araç finansmanı kullanın, ücretsiz HGS etiketi fırsatını yakalayın! Kampanya Tarihleri [1.04.2025] - 31.12.2025 Kampanya Süresi Doldu! Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da pay…;;;
kuveyt-turk--kampanya-arsivi-business-plus-ile-akaryakitta-indirim-firsati;kuveyt-turk;campaign_type;Taşıt Finansmanı;0.60;classifier;;Ana Sayfa Kampanyalar Kampanya Arşivi Business Plus ile Akaryakıtta İndirim Fırsatı Business Plus ile akaryakıtta 200 TL'ye Varan İndirim! Kampanya Tarihleri 31.05.2024 - 30.06.2024 Kampanya Süresi Doldu! Kampanyayı Payl …;;;
kuveyt-turk--kampanya-arsivi-business-plus-ile-akaryakitta-indirim-firsati;kuveyt-turk;kampanya_suresi;2024-05-31;0.72;rule_heuristic;;…Business Plus ile Akaryakıtta İndirim Fırsatı Business Plus ile akaryakıtta 200 TL'ye Varan İndirim! Kampanya Tarihleri [31.05.2024] - 30.06.2024 Kampanya Süresi Doldu! Kampanyayı Paylaş Facebook'da paylaş X'de paylaş LinkedIn'de paylaş Whatsapp'da pay…;;;
kuveyt-turk--katilma-hesaplari-ara-donem-kar-payi-odemeli-hesaplar;kuveyt-turk;campaign_type;Yatırım Ürünü;0.70;classifier;;Ana Sayfa Kendim İçin Hesaplar Katılma Hesapları Ara Dönem Kâr Payı Ödemeli Hesaplar Katılma Hesabı Dijital Katılma Hesabı Hoş Geldin Katılma Hesabı Sepet Hesap İncir Katılma Hesabı Ara Dönem Kâr Payı Ödemeli Hesaplar Yu …;;;
kuveyt-turk--katilma-hesaplari-ara-donem-kar-payi-odemeli-hesaplar;kuveyt-turk;kar_payi_orani;50.0;0.50;rule_heuristic;;…çekimi ile ilgili kurallardan en az birinin ihlali hâlinde yasal mevzuat gereği Kuveyt Türk'ün verdiği brüt kâr payının [%50]'si geri alınır. Ara dönemde oluşan kâr payı, isteğiniz doğrultusunda cari hesabınıza ya da Kârlı Katılma Hesabı'nıza ak…;;;
kuveyt-turk--katilma-hesaplari-ara-donem-kar-payi-odemeli-hesaplar;kuveyt-turk;kampanya_suresi;2025-07-09;0.55;rule_heuristic;;…l (372 Gün) Alternatif 20.000 92-8 92-8 92-8 92-8 Yatırım 150.000 97-3 97-3 97-3 97-3 Stopaj Oranı** 10% 10% 10% 10% ** [09.07.2025] tarihinden itibaren açılan ve vadesi yenilenen hesaplar USD-Euro Ara Dönem Kâr Payı Ödemeli Katılma Hesapları USD Ara D…;;;
tom-katilim--kampanyalar-hadi-davet-koduyla-tom-bank-hadi-musterisi-ol-pegasus-harcamalarinda;tom-katilim;campaign_type;Kart;0.70;classifier;;TOM Bank Hadi Hadi Kazan Kampanyalar HADI Davet Koduyla TOM Bank Hadi Müşterisi Ol, Pegasus harcamalarından 3.500 TL'ye varan iade kazan! Hemen İndir Hemen İndir HADI Davet Koduyla TOM Bank Hadi Müşterisi Ol, Pegasus har …;;;
tom-katilim--kampanyalar-hadi-davet-koduyla-tom-bank-hadi-musterisi-ol-pegasus-harcamalarinda;tom-katilim;finansman_tutari;"{""currency"": ""TRY"", ""value"": 10000.0}";0.82;rule_heuristic;;…caktır. TOM Bank Çok Kazananlar Kulübü üyesi olmak için 10.000 TL ve üzerinde limitli Hadi Black Kredi Kartı ve minimum [10.000 TL] bakiyeli Mega Günlük Hesap açılması yeterlidir. Koşulları sağlayan müşteriler koşullar sağlandıktan sonraki gün kulüp a…;;;
tom-katilim--kampanyalar-hadi-davet-koduyla-tom-bank-hadi-musterisi-ol-pegasus-harcamalarinda;tom-katilim;kampanya_suresi;2026-07-01;0.85;rule_heuristic;;"… Koduyla TOM Bank Hadi Müşterisi Ol, Pegasus harcamalarından 3.500 TL'ye varan iade kazan! Kampanya Kuralları: Kampanya [1 Temmuz 2026] (saat 12.00'dan itibaren) – 30 Eylül 2026 (saat 23.59'a kadar) tarihleri arasında ""HADI"" Davet Kodu ile Görüntülü Görüş…";;;
tom-katilim--kampanyalar-hadi-kredi-karti-limitini-artir-toplam-2000-tlye-kadar-a101-hediye-b;tom-katilim;campaign_type;Kart;0.60;classifier;;TOM Bank Hadi Hadi Kazan Kampanyalar Kredi Kartı limitini artır, harcamalarından toplam 2000 TL'ye kadar A101 hediye bakiye kazan! Hemen İndir Hemen İndir Kredi Kartı limitini artır, harcamalarından toplam 2000 TL'ye kad …;;;
tom-katilim--kampanyalar-hadi-kredi-karti-limitini-artir-toplam-2000-tlye-kadar-a101-hediye-b;tom-katilim;kampanya_suresi;2026-08-31;0.82;rule_heuristic;;…os'a kadar yapacağın harcamalardan 2.000 TL'ye kadar A101 hediye bakiye kazan! Kampanya Detayları: Kampanya 27 Temmuz – [31 Ağustos 2026] tarihleri arasında yapılacak tüm sektör harcamalarında geçerlidir. Kampanyadan faydalanabilmek için tarafınıza ilgili k…;;;
tom-katilim--kampanyalar-vergi-kampanyasi;tom-katilim;campaign_type;Kart;0.70;classifier;;TOM Bank Hadi Hadi Kazan Kampanyalar Hadi Black Kredi Kartı ile MTV Ödemelerinde Vade Farksız 3 taksit fırsatını kaçırma! Hemen İndir Hemen İndir Hadi Black Kredi Kartı ile MTV Ödemelerinde Vade Farksız 3 taksit fırsatın …;;;
tom-katilim--kampanyalar-vergi-kampanyasi;tom-katilim;taksit_sayisi;3;0.85;rule_heuristic;;TOM Bank Hadi Hadi Kazan Kampanyalar Hadi Black Kredi Kartı ile MTV Ödemelerinde Vade Farksız [3 taksit] fırsatını kaçırma! Hemen İndir Hemen İndir Hadi Black Kredi Kartı ile MTV Ödemelerinde Vade Farksız 3 taksit fırsatını …;;;
tom-katilim--kampanyalar-vergi-kampanyasi;tom-katilim;kampanya_suresi;2026-07-01;0.85;rule_heuristic;;…ndir Hadi Black Kredi Kartı ile MTV Ödemelerinde Vade Farksız 3 taksit fırsatını kaçırma! Kampanya Detayları: Kampanya, [1 Temmuz 2026] – 31 Temmuz 2026 tarihleri arasında Hadi Black Kredi Kartı ile gerçekleştirilecek vergi ödemelerinde geçerlidir. Kampan…;;;
tom-katilim--urunlerimiz;tom-katilim;campaign_type;Yatırım Ürünü;0.70;classifier;;Ürünlerimiz Para Yükleme, Para Çekme, Para Gönderme, QR ile Ödeme ve Fatura Ödeme HADİ uygulaması ile tüm finansal işlemlerini hızlıca gerçekleştirmek çok kolay! HADİ hesabına hızlıca para yükleyebilir, yüklediğin parala …;;;
tom-katilim--urunlerimiz;tom-katilim;finansman_tutari;"{""currency"": ""TRY"", ""value"": 1500.0}";0.85;rule_heuristic;;…nda başvur! Detaylı bilgi için tıkla. 15 Ocak 2026 itibarıyla, tek seferde yapılabilecek maksimum temassız işlem limiti [1.500 TL]'den 2.500 TL'ye yükseltilmiştir. Kredi kartına ait icazet belgesi için tıklayın. Kredi Kartı Faizsiz Bankacılık Bilgile…;;;
turkiye-emlak-katilim--kampanya-marina-mayoda-tum-urunlerde-15-indirim;turkiye-emlak-katilim;campaign_type;Kart;0.70;classifier;;Türkiye Emlak Katılım Bankası A.Ş. internet sitesini ziyaretiniz esnasında kullanılabilecek çerezler ve benzeri teknolojiler hakkında bilgi vermek amacıyla işbu Çerez Politikası'nı hazırlanmıştır. Ana sayfa Bireysel Kamp …;;;
turkiye-emlak-katilim--kampanya-paraf-ile-damat-tweende-3000-tl-parafpara;turkiye-emlak-katilim;campaign_type;Alışveriş Puanı;0.60;classifier;;Türkiye Emlak Katılım Bankası A.Ş. internet sitesini ziyaretiniz esnasında kullanılabilecek çerezler ve benzeri teknolojiler hakkında bilgi vermek amacıyla işbu Çerez Politikası'nı hazırlanmıştır. Ana sayfa Bireysel Kamp …;;;
turkiye-emlak-katilim--kampanya-paraf-ile-damat-tweende-3000-tl-parafpara;turkiye-emlak-katilim;kampanya_suresi;2026-07-31;0.72;rule_heuristic;;…ll, Vodafone veya Türk Telekom operatörleri üzerinden ve yurt içinden gönderilmesi gerekmektedir. Kampanya Koşulları 01-[31 Temmuz 2026] tarihleri arasında DAMAT TWEEN'de Paraf POS'undan tek seferde yapılacak 30.000 TL ve üzeri ilk alışverişe 3.000 TL Para…;;;
turkiye-emlak-katilim--katilma-hesaplari-proje-tercihli-ozel-fon-havuzu-katilma-hesabi;turkiye-emlak-katilim;campaign_type;Yatırım Ürünü;0.70;classifier;;Türkiye Emlak Katılım Bankası A.Ş. internet sitesini ziyaretiniz esnasında kullanılabilecek çerezler ve benzeri teknolojiler hakkında bilgi vermek amacıyla işbu Çerez Politikası'nı hazırlanmıştır. Proje Tercihli Özel Fon …;;;
turkiye-emlak-katilim--kurumsal-kampanyalar;turkiye-emlak-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Türkiye Emlak Katılım Bankası A.Ş. internet sitesini ziyaretiniz esnasında kullanılabilecek çerezler ve benzeri teknolojiler hakkında bilgi vermek amacıyla işbu Çerez Politikası'nı hazırlanmıştır. Kampanyalar Ana sayfa K …;;;
