doc_id;bank;field;model_value;model_conf;confidence_source;disagreement;snippet;gold_value;verdict;note
dunya-katilim--kampanyalar-adv;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;…mamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;
dunya-katilim--kampanyalar-alfemo;dunya-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Anasayfa Kampanyalar Alfemo Alfemo'da Peşin fiyatına 8 Taksit Fırsatı! Dünya Katılım Paraf ile Alfemo mağazalarında veya www.alfemo.com web sayfasından Paraf POS'larından yapacağınız alışverişlerde 8 taksit imkanı sağlan …;;;
dunya-katilim--kampanyalar-alfemo;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kampanyalar-alfemo;dunya-katilim;taksit_sayisi;8;0.85;rule_heuristic;;Anasayfa Kampanyalar Alfemo Alfemo'da Peşin fiyatına [8 Taksit] Fırsatı! Dünya Katılım Paraf ile Alfemo mağazalarında veya www.alfemo.com web sayfasından Paraf POS'larından yapacağını…;;;
dunya-katilim--kampanyalar-alfemo;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;…mamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;
dunya-katilim--kampanyalar-altin-kesemticari;dunya-katilim;campaign_type;Kart;0.70;classifier;;Anasayfa Kampanyalar Altın Kesem Altın Kazandıran Alışveriş Dünya Katılım'da ! Kredi kartı ve banka kartı alışverişlerinizde şimdi Altın Kesem var. Her harcamanızda altınlar kesenizde biriksin, 1 grama ulaşınca kapınıza …;;;
dunya-katilim--kampanyalar-altin-kesemticari;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kampanyalar-altin-kesemticari;dunya-katilim;odul_miktari;"{""currency"": ""TRY"", ""value"": 0.0}";0.82;rule_heuristic;;…aydalanabilir. Bireysel DKart Debit kartlar ile yapılacak toplamda 7.500 TL, kredi kartları ile yapılacak toplamda 12.50[0 TL] harcamadan 0,01 gr altın kazanılacaktır. Kazanılan gram altınlar 0,01 gr'a ulaşınca Mobil Şube ya da İnternet Şube'den …;;;
dunya-katilim--kampanyalar-avantajli-kurlar;dunya-katilim;campaign_type;Yatırım Ürünü;0.70;classifier;;Anasayfa Kampanyalar Avantajlı Kurlar Kur Farkıyla Öndesin! Döviz, altın, gümüş ve tüm yatırımlarınız için benzersiz kurlar Dünya Katılım'da sizi bekliyor. Dünya Katılım ile Döviz ve Kıymetli Maden İşlemleri Dünya Katılı …;;;
dunya-katilim--kampanyalar-avantajli-kurlar;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kampanyalar-casper-com-tr-de-pesin-fiyatina-6-taksit-firsati;dunya-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Anasayfa Kampanyalar Casper.com.tr'de Peşin Fiyatına 6 Taksit Fırsatı! Casper.com.tr'de Peşin Fiyatına 6 Taksit Fırsatı! Dünya Katılım Paraf ile www.casper.com.tr web adresinde Paraf POS'undan yapılacak alışverişlerinize …;;;
dunya-katilim--kampanyalar-casper-com-tr-de-pesin-fiyatina-6-taksit-firsati;dunya-katilim;taksit_sayisi;6;0.85;rule_heuristic;;Anasayfa Kampanyalar Casper.com.tr'de Peşin Fiyatına [6 Taksit] Fırsatı! Casper.com.tr'de Peşin Fiyatına 6 Taksit Fırsatı! Dünya Katılım Paraf ile www.casper.com.tr web adresinde Para…;;;
dunya-katilim--kampanyalar-casper-com-tr-de-pesin-fiyatina-6-taksit-firsati;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;…mamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;
dunya-katilim--kampanyalar-dyson;dunya-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Anasayfa Kampanyalar Dyson Dyson'da Peşin Fiyatına 9 Aya Varan Taksit Fırsatı! Dünya Katılım Paraf ile dyson.com.tr'den peşin fiyatına 9 aya varan taksit fırsatından faydalanabilirsiniz. 9 taksit avantajı firmanın belirl …;;;
dunya-katilim--kampanyalar-dyson;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;…mamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;
dunya-katilim--kampanyalar-hepsiburada;dunya-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Anasayfa Kampanyalar Hepsiburada Hepsiburada'da Peşin Fiyatına 9 Aya Varan Taksit Fırsatı! Dünya Katılım Paraf ile www.hepsiburada.com ve mobil uygulamasından tek seferde yapılacak alışverişlerde vade farksız 6 - 9 taksi …;;;
dunya-katilim--kampanyalar-hepsiburada;dunya-katilim;taksit_sayisi;9;0.85;rule_heuristic;;…nya Katılım Paraf ile www.hepsiburada.com ve mobil uygulamasından tek seferde yapılacak alışverişlerde vade farksız 6 - [9 taksit] imkanı sunulacaktır. 100 TL altındaki alışverişlerde taksitlendirme yapılmaz. 100 TL – 1.000 TL arası alışverişlerde va…;;;
dunya-katilim--kampanyalar-hepsiburada;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;…mamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;
dunya-katilim--kampanyalar-ider;dunya-katilim;campaign_type;Kart;0.70;classifier;;Anasayfa Kampanyalar Ider İder Mobilya'da 7 Taksite %15 indirim Fırsatı! Dünya Katılım Paraf ile İder Mobilya mağazalarında Paraf POS'larından yapacağınız alışverişlerde 7 taksit imkanı sunulacak ve %15 indirim uygulanac …;;;
dunya-katilim--kampanyalar-ider;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kampanyalar-ider;dunya-katilim;taksit_sayisi;7;0.85;rule_heuristic;;Anasayfa Kampanyalar Ider İder Mobilya'da [7 Taksit]e %15 indirim Fırsatı! Dünya Katılım Paraf ile İder Mobilya mağazalarında Paraf POS'larından yapacağınız alışverişlerde …;;;
dunya-katilim--kampanyalar-ider;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;…mamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;
dunya-katilim--kampanyalar-incehesap;dunya-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Anasayfa Kampanyalar İncehesap İncehesap.Com'da Peşin Fiyatına 3 Taksit Fırsatı! Dünya Katılım Paraf ile www.incehesap.com web adresinde Paraf POS'undan yapılacak alışverişlerinize peşin fiyatına 3 taksit imkanı sunulaca …;;;
dunya-katilim--kampanyalar-incehesap;dunya-katilim;taksit_sayisi;3;0.85;rule_heuristic;;Anasayfa Kampanyalar İncehesap İncehesap.Com'da Peşin Fiyatına [3 Taksit] Fırsatı! Dünya Katılım Paraf ile www.incehesap.com web adresinde Paraf POS'undan yapılacak alışverişlerinize peşin fiya…;;;
dunya-katilim--kampanyalar-incehesap;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;…mamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;
dunya-katilim--kampanyalar-jack-jones;dunya-katilim;campaign_type;Kart;0.70;classifier;;Anasayfa Kampanyalar Jack Jones DKart Debit'le Jack & Jones'da Harcadıkça Kazanın! Dkart Debit Kartınızla Jack & Jones alışverişlerinizde nakit iade kazanma fırsatı sizi bekliyor! 💸 Dkart Debit Kartınızla Jack & Jones ma …;;;
dunya-katilim--kampanyalar-jack-jones;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kampanyalar-jack-jones;dunya-katilim;kampanya_suresi;2026-04-30;0.85;rule_heuristic;;…rtınızın bağlı olduğu hesabınıza yatırılacaktır. Kampanya Jack & Jones online alışverişlerde geçerli değildir. Kampanya [30.04.2026] tarihine kadar geçerli olacaktır. Dkart Debit ile ilgili detaylı bilgi için tıklayınız . *Dünya Katılım Bankası, kampan…;;;
dunya-katilim--kampanyalar-kip;dunya-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Anasayfa Kampanyalar kip Kip'te 5 Taksit Fırsatı! Dünya Katılım Paraf ile KİP mağazaları ve www.kip.com.tr 'de Paraf POS'larından yapılacak alışverişlerde 5 taksit imkanı sunulacaktır. Kampanyadan Dünya Katılım Paraf kar …;;;
dunya-katilim--kampanyalar-kip;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kampanyalar-kip;dunya-katilim;taksit_sayisi;5;0.85;rule_heuristic;;Anasayfa Kampanyalar kip Kip'te [5 Taksit] Fırsatı! Dünya Katılım Paraf ile KİP mağazaları ve www.kip.com.tr 'de Paraf POS'larından yapılacak alışverişlerde 5 tak…;;;
dunya-katilim--kampanyalar-kip;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;…mamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;
dunya-katilim--kampanyalar-koctas;dunya-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Anasayfa Kampanyalar Koçtaş Paraf ile Koçtaş'ta 5 Taksit Fırsatı! Dünya Katılım Paraf ile Koçtaş'ta Paraf POS'undan yapacağınız alışverişlerinize 5 taksit fırsatı sunulacaktır. Taksit kampanyasından yararlanabilmek için …;;;
dunya-katilim--kampanyalar-koctas;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kampanyalar-koctas;dunya-katilim;taksit_sayisi;5;0.85;rule_heuristic;;Anasayfa Kampanyalar Koçtaş Paraf ile Koçtaş'ta [5 Taksit] Fırsatı! Dünya Katılım Paraf ile Koçtaş'ta Paraf POS'undan yapacağınız alışverişlerinize 5 taksit fırsatı sunulacaktır.…;;;
dunya-katilim--kampanyalar-koctas;dunya-katilim;kampanya_suresi;2026-07-31;0.82;rule_heuristic;;…mamında değişiklik yapma ve/veya kampanyayı durdurma hakkını saklı tutar. Paraf Kampanyaları Devam ediyor Bitiş Tarihi: [31 Temmuz 2026] Paylaş Diğer Kampanyalar Tüm site ziyaretçilerimizi daha iyi tanımak, sitemizdeki kullanıcı deneyimini kişiselleştirmek…;;;
dunya-katilim--kampanyalar-koton;dunya-katilim;campaign_type;Kart;0.70;classifier;;Anasayfa Kampanyalar Koton DKart Debit'le Koton'da Harcadıkça Kazanın! Dkart Debit Kartınızla Koton alışverişlerinizde nakit iade kazanma fırsatı sizi bekliyor! 💸 Dkart Debit Kartınızla Koton mağazalarından yapacağınız a …;;;
dunya-katilim--kampanyalar-koton;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kampanyalar-koton;dunya-katilim;kampanya_suresi;2026-04-30;0.85;rule_heuristic;;…Koton mağazalarında yapılan alışverişlerde geçerlidir. Kampanya, Koton online alışverişlerde geçerli değildir. Kampanya [30.04.2026] tarihine kadar geçerli olacaktır. Dkart Debit ile ilgili detaylı bilgi için tıklayınız . *Dünya Katılım Bankası, kampan…;;;
dunya-katilim--kampanyalar-lc-waikiki;dunya-katilim;campaign_type;Kart;0.70;classifier;;Anasayfa Kampanyalar LC Waikiki Dünya Katılım TROY kartlarınızla, LC Waikiki'de 3.000 TL ve üzeri alışverişlerinize 300 TL İndirim Fırsatı! Dünya Katılım TROY kartlarınızla, LC Waikiki' den yapacağınız 3.000 TL ve üzeri …;;;
dunya-katilim--kampanyalar-lc-waikiki;dunya-katilim;vade_ay;12;0.55;rule_heuristic;;"…çilerin İnternet Sitesini ziyaret sıklığına ve ziyaret zamanlarına ilişkin bilgi toplamak amacıyla kullanılan çerezdir. [1 yıl] 5.Kişisel Veri Sahibi Olarak Haklarınız Nelerdir? Kişisel veri sahipleri Kanunun ""ilgili kişinin haklarını düzenleyen"" …";;;
dunya-katilim--kampanyalar-lc-waikiki;dunya-katilim;kampanya_suresi;2026-06-15;0.85;rule_heuristic;;…erlidir. Dünya Katılım TROY kart sahiplerine indirim sepette otomatik olarak uygulanacaktır. Kampanya Şartları Kampanya [15 Haziran 2026] saat 00.01 – 15 Temmuz 2026 saat 23.59 arasında geçerlidir. LCW mobil uygulaması ve lcw.com ‘dan yapılacak alışverişler…;;;
dunya-katilim--kampanyalar-adv;dunya-katilim;vade_ay;6;0.45;rule_heuristic;;…V Mağazalarında 6 Taksit Fırsatı! Dünya Katılım Paraf ile ADV mağazalarında Paraf POS'larından yapılacak alışverişlerde [6 aya] varan taksit imkanı sunulacaktır. Mağazalardan yapılacak alışverişlerde 6 taksitten yararlanabilmek için kampanyanın sa…;;;
dunya-katilim--kampanyalar-casper-com-tr-de-pesin-fiyatina-6-taksit-firsati;dunya-katilim;vade_ay;12;0.45;rule_heuristic;;"…ile gerçekleştirilecek mal ve hizmet alımları ile nakit çekimlerinde taksitlendirme süresi bireysel kredi kartları için [12 ayı], kurumsal/ticari kredi kartları için ise 18 ayı geçemez. Bu süre bireysel kredi kartları ile yapılan; basılı ve külçe h…";;;
dunya-katilim--kampanyalar-dyson;dunya-katilim;vade_ay;9;0.45;rule_heuristic;;Anasayfa Kampanyalar Dyson Dyson'da Peşin Fiyatına [9 Aya] Varan Taksit Fırsatı! Dünya Katılım Paraf ile dyson.com.tr'den peşin fiyatına 9 aya varan taksit fırsatından faydalanab…;;;
dunya-katilim--kampanyalar-hepsiburada;dunya-katilim;vade_ay;9;0.45;rule_heuristic;;Anasayfa Kampanyalar Hepsiburada Hepsiburada'da Peşin Fiyatına [9 Aya] Varan Taksit Fırsatı! Dünya Katılım Paraf ile www.hepsiburada.com ve mobil uygulamasından tek seferde yapılacak alışver…;;;
dunya-katilim--kampanyalar-incehesap;dunya-katilim;vade_ay;12;0.45;rule_heuristic;;"…ile gerçekleştirilecek mal ve hizmet alımları ile nakit çekimlerinde taksitlendirme süresi bireysel kredi kartları için [12 ayı], kurumsal/ticari kredi kartları için ise 18 ayı geçemez. Bu süre bireysel kredi kartları ile yapılan; basılı ve külçe h…";;;
albaraka--detay-vade-farksiz-kampanyasi;albaraka;masraf_durumu;"{""amount"": 0.0, ""has_fee"": false}";0.95;rule_heuristic;;"…ödemelerinize vade farksız 6 taksit fırsatını kaçırmayın!"" Albaraka Mobil'e Özel Diğer Avantajlar Avantajlı Kampanyalar [Masrafsız] Banka ve Kredi Kartı Ücretsiz EFT ve Havale 8.500'den Fazla ATM'den İşlem Fırsatı Yukarıdaki QR kodunu telefonunuzdaki …";;;
albaraka--detay-vade-farksiz-kampanyasi;albaraka;kampanya_kosullari;"[""Bankamız uygun görmediği başvuruları reddetme, kampanya koşullarını değiştirme, gerekli görmesi halinde ek bilgi ve belge talebinde bulunma ve kampanyayı durdurma hakkını saklı tutar."", ""140.000 TL Vadesiz Finansman Kampanyası Detayları 40.000 TL'ye Kadar Vade Farksız Finansman Desteği Tutar: 40.000 TL Vade: 6 aya kadar Kar Payı: Vade Farksız Kullanım Alanları (Sektörler): Mobilya ve Beyaz Eşya, Oto Servis ve Bakım, Teknoloji Marketler, Ulaşım Bileti Alımı, Sağlık, Okul, Kırtasiye, Giyim Başvuru: Yalnızca dijitalden müşteri olanlar.""]";0.95;rule_heuristic;;…ndirilecektir. Bu doğrultuda, başvurunun olumsuz sonuçlanması durumunda kampanyadan faydalanılması mümkün olmayacaktır. [Bankamız uygun görmediği başvuruları reddetme, kampanya koşullarını değiştirme, gerekli görmesi halinde ek bilgi ve belge talebinde bulunma ve kampanyayı durdurma hakkını saklı tutar.] Kampanya Başlangıç ve Bitiş Tarihi Kampanya 1 Ocak 2026 – 31 Aralık 2026 tarihlerinde geçerlidir. 140.000 TL Vadesiz Fi…;;;
albaraka--detay-yakinini-davet-et-kampanyasi;albaraka;odul_miktari;"{""currency"": ""TRY"", ""value"": 500.0}";0.95;rule_heuristic;;…şteri olan her yakınınız için 500 TL, toplamda 5.000 TL'ye varan Worldpuan kazanın! Üstelik davet edilen yakınınınız da [500 TL] Worldpuan kazanıyor! Davet Nasıl Gönderilir? Müşteriler, Albaraka Mobil uygulaması üzerinden Profil ve Ayarlar> Yakının…;;;
albaraka--detay-yakinini-davet-et-kampanyasi;albaraka;alisveris_puani;"{""kind"": ""points"", ""value"": 5000.0}";0.95;rule_heuristic;;… 14.04.2024 - 31.12.2026 Albaraka Mobil Albaraka Mobil Albaraka Türk'e müşteri olan her yakınınız için 500 TL, toplamda [5.000] TL'ye varan Worldpuan kazanın! Üstelik davet edilen yakınınınız da 500 TL Worldpuan kazanıyor! Davet Nasıl Gönderilir? …;;;
albaraka--detay-yakinini-davet-et-kampanyasi;albaraka;kampanya_kosullari;"[""Kampanya kapsamında ödüle hak kazanabilmek için, davet kodunun kampanya dönemi içinde kullanılması ve World özellikli kredi kartının kampanya dönemi içinde aktif olması gerekmektedir."", ""Kampanyadan sadece bireysel Albaraka müşterileri yararlanabilir."", ""Davet kodunu alan kişinin, kodu 31 Aralık 2026 tarihine kadar kullanması gerekmektedir."", ""Albaraka Türk Katılım Bankası A.Ş. kampanya şartlarında önceden haber vermeksizin değişiklik yapabilme hakkını saklı tutar.""]";0.95;rule_heuristic;;"…eden"" olarak katılım sağlayabilir ve 5.000 TL Worldpuan kazanabilir. Kampanya 31 Aralık 2026 tarihine kadar geçerlidir. [Kampanya kapsamında ödüle hak kazanabilmek için, davet kodunun kampanya dönemi içinde kullanılması ve World özellikli kredi kartının kampanya dönemi içinde aktif olması gerekmektedir.] Kampanyadan sadece bireysel Albaraka müşterileri yararlanabilir. Tüzel müşteriler kampanyadan yararlanamaz. Müşteri olm…";;;
albaraka--detay-yolcu-360-yurt-disi-ucak-bileti;albaraka;masraf_durumu;"{""amount"": null, ""has_fee"": true}";0.95;rule_heuristic;;…n alma işleminizi yapabilirsiniz. İndirim fiyatları, günlük fiyatlar üzerinden indirimli olarak hesaplanır. Uçak bileti [ücret]i dışında yapılan ödemeler kampanya kapsamı dışındadır. İndirim oranı, satın alınan gidiş-dönüş uçak bileti fiyatlarına …;;;
