doc_id;bank;field;model_value;model_conf;confidence_source;disagreement;snippet;gold_value;verdict;note;protokol
kuveyt-turk--katilma-hesaplari-birikimli-katilma-hesabi;kuveyt-turk;odul_miktari;;;;;;;ok;"#recall-opus5 Model deger uretmedi; belgede odul/hediye/nakit iade yok, gecen tutarlar acilis bakiyesi ve TMSF guvence limiti.";v2
kuveyt-turk--katilma-hesaplari-birikimli-katilma-hesabi;kuveyt-turk;indirim_orani;;;;;;;ok;"#recall-opus5 Model deger uretmedi; belgedeki yuzdeler stopaj, paylasim ve erken kapamada kesilen kar payi oranlaridir, indirim degil.";v2
kuveyt-turk--katilma-hesaplari-birikimli-katilma-hesabi;kuveyt-turk;alisveris_puani;;;;;;;ok;"#recall-opus5 Model deger uretmedi; birikim hesabi urunu, puan/mil ifadesi yok.";v2
kuveyt-turk--katilma-hesaplari-birikimli-katilma-hesabi;kuveyt-turk;kampanya_kosullari;"[""Minimum 3 yıl vade ile açabileceğiniz hesabınız sayesinde zamanla yüksek oranda tasarruf sağlayabilirsiniz."", ""Birikimli Katılma Hesabı Özellikleri En az 3 yıl, en çok 10 yıl vade ile hesap açabilirsiniz."", ""Açılış için hesabınızda minimum 150 TL, 100 dolar, 100 euro veya 50 gr altın olması gerekir."", ""Belirlediğiniz periyotlarla yatırabileceğiniz minimum tutar 50 TL, 50 dolar, 50 euro ya da 1 gram altındır."", ""Vadeden önce yalnızca 3 kez para çekebilir ya da tek seferde anaparanın %50'sine kadar istediğiniz tutarı çekebilirsiniz."", ""Hesap Türleri ve Limitleri Birikimli Katılma Hesabı Oranları(%) Para Birimi Açılış Bakiyesi Paylaşım Oranı (Asgari 3 Yıl, Azami 10 yıl) Stopaj Oranları TL 150 97-3 10* USD 100 40-60 25 EUR 100 40-60 25 Altın 50 40-60 15 i."", ""Katılma Hesabı açtığınızda, aylık minimum oranlarda ödeme yapabilirsiniz."", ""Ayrıca düzenli ödeme yapma zorunluluğunuz yoktur.""]";0.95;rule_heuristic;;eyenlere uygun katılma hesabı ürünüdür. Minimum 3 yıl vade ile açabileceğiniz hesabınız sayesinde zamanla yüksek oranda tasarruf sağlayabilirsiniz. Siz de şimdi Birikimli Katılma Hesabını;;unclear;"#recall-opus5 Modelin listesinde uc kusur var: (a) K3 ihlali - vade ifadeleri vade_ay alanina ait, kosula tekrar yazilmaz; (b) tablo dokumu cumle degil; (c) son iki madde SSS'de karsilastirilan farkli urune ait. Dogru liste kurulabilir ama birebir alinti dogrulanamadi -> metrik disi.";v2
kuveyt-turk--katilma-hesaplari-birikimli-katilma-hesabi;kuveyt-turk;hedef_kitle;"[""yeni_musteri""]";0.95;rule_heuristic;;ı Katılma Hesabı Dijital Katılma Hesabı Hoş Geldin Katılma Hesabı Sepet Hesap İncir Katılm;;absent;"#recall-opus5 Model yeni_musteri uretti ama gosterdigi yer yan menudeki urun listesi ('Hos Geldin Katilma Hesabi'); belgede segment sinyali yok, urun herkese acik.";v2
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;kar_payi_orani;3.49;0.95;rule_heuristic;;ay ertelemeyle birlikte harcamalarınızı %3,49 kâr payıyla toplamda 9 taksite bölebilirsiniz. H;;ok;#recall-opus5 Metin birebir destekliyor: 'harcamalarinizi %3,49 kar payiyla toplamda 9 taksite bolebilirsiniz'. Kampanyanin yururlukteki asil orani 3.49.;v2
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;finansman_tutari;"{""value"": 300.0, ""currency"": ""TRY""}";0.95;rule_heuristic;;pılabilmesi için minimum harcama tutarı 300 TL'dir. 300 TL altındaki işlemler tek çeki;;absent;#recall-opus5 Model 300 TL uretti ama bu 'taksit yapilabilmesi icin minimum HARCAMA tutari' - kosul esigidir, finansman tutari degil. Kampanya 'ust tutar siniri olmaksizin' diyor.;v2
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;tahsis_ucreti;;;;;;;ok;"#recall-opus5 Model deger uretmedi; belgede tahsis/dosya ucreti gecmiyor (gecen tek ucret ifadesi kart ucreti).";v2
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;masraf_durumu;"{""has_fee"": false, ""amount"": 0.0}";0.95;rule_heuristic;;ss Kart sahiplerinden herhangi bir kart ücreti alınmamaktadır. Yaptığınız işlemleri ü;;ok;"#recall-opus5 Kaynak kampanyanin kendi urunune ait: 'Saglam Business Kart sahiplerinden herhangi bir kart ucreti alinmamaktadir.' Negasyon kurali geregi ucretin sifir oldugunun pozitif ifadesi; has_fee:false dogru.";v2
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;indirim_orani;;;;;;;ok;"#recall-opus5 Model deger uretmedi; metinde indirimden soz ediliyor ama hicbir yuzde verilmiyor. Sayi yok, bos birakma dogru.";v2
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;alisveris_puani;;;;;;;ok;"#recall-opus5 Model deger uretmedi; puan/mil/puan iadesi ifadesi belgede yok.";v2
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;kampanya_kosullari;"[""Harcama yapmadan önce mobil şubeden taksit sayısını veya ertelemeyi seçmeniz gerekmektedir."", ""Kuveyt Türk, önceden haber vermeden kampanya koşullarında değişiklik yapabilir ya da kampanyayı sonlandırabilir."", ""Sağlam Business Kart ile yapılan işlemlere taksit yapılabilmesi için minimum harcama tutarı 300 TL'dir."", ""Kuyum harcamalarında, mahkeme ve para cezalarında, bağış, kontör, sigorta, vergi ve fatura ödemelerinde, kablolu ve diğer ödemeli TV hizmetlerinde yalnızca tek çekim olarak işlem yapılabilir.""]";0.95;rule_heuristic;;ıyla toplamda 9 taksite bölebilirsiniz. Harcama yapmadan önce mobil şubeden taksit sayısını veya ertelemeyi seçmeniz gerekmektedir. Kampanya 31.12.2026 tarihine kadar geçe;;unclear;#recall-opus5 Uc madde dogru, ancak modelin ikinci maddesi ('onceden haber vermeden kampanya kosullarinda degisiklik yapabilir') K2 geregi genel yasal ihtardir ve kosul sayilmaz. Duzeltilmis liste birebir alinti olarak dogrulanamadi -> metrik disi.;v2
kuveyt-turk--kart-kampanyalari-saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oran;kuveyt-turk;hedef_kitle;;;;;;;ok;"#recall-opus5 Model deger uretmedi. 'Kuveyt Turk Musterilerine ozel' ayirt etmeyen bir ifadedir; Saglam Business kisiti urun/isletme kisitidir, KIM testine gore segment degil (4.13/2).";v2
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;taksit_sayisi;;;;;;;ok;"#recall-opus5 Model deger uretmedi. Metindeki tek sayi '36 aya varan taksit secenegi' ay cinsindendir ve vade_ay'a aittir; ayni cumleden ikinci bir alan turetilemez.";v2
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;tahsis_ucreti;;;;;;;ok;"#recall-opus5 Model deger uretmedi; belgede tahsis/dosya ucreti yok. Ornek odeme planindaki maliyet oranlari ucret tutari degildir.";v2
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;masraf_durumu;;;;;;;ok;"#recall-opus5 Model deger uretmedi; belgede ne masraf tutari ne de masrafsiz/ucret alinmaz turu bir negasyon var. Dogru sessizlik.";v2
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;odul_miktari;;;;;;;ok;"#recall-opus5 Model bir değer üretmedi; belgede ödül/hediye/nakit iade tutarı da yok (yalnız %3.99 kar payı ve 36 ay vade). Doğru sessizlik (TN) — model_value boş olduğu için absent değil ok.";v2
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;indirim_orani;;;;;;;ok;"#recall-opus5 Model boş; belgede indirim yüzdesi yok. Metindeki %3.99 kar payı oranıdır, indirim değildir. Boş model_value -> ok.";v2
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;alisveris_puani;;;;;;;ok;"#recall-opus5 Model boş; belgede puan/mil/chip-para ne oran ne adet olarak geçiyor. Doğru sessizlik.";v2
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;kampanya_kosullari;"[""Kuveyt Türk, önceden haber vermeden kampanya koşullarında değişiklik yapabilir ya da kampanyayı sonlandırabilir.""]";0.95;rule_heuristic;;k tarafından müşterilere sağlanacaktır. Kuveyt Türk, önceden haber vermeden kampanya koşullarında değişiklik yapabilir ya da kampanyayı sonlandırabilir. Kuveyt Türk Hepsiburada Alışveriş Finan;Kampanya, Hepsiburada mobil uygulaması üzerinden yapacağınız alışverişlerde geçerlidir.;fix;"#recall-opus5 Modelin tek verdiği cümle genel yasal ihtardır (değişiklik yapma/sonlandırma hakkı) — K2 gereği koşul değildir, atılır. Ancak belgede gerçek bir kanal kısıtı var ve model onu kaçırmış; K1 uyarınca birebir alındı. #kacirma";v2
kuveyt-turk--kampanya-arsivi-hepsiburada-alisveris-finansmaninda-enerji-tasarrufu-haftasina-o;kuveyt-turk;hedef_kitle;;;;;;;ok;"#recall-opus5 Model boş; belgede dört etiketten hiçbirine karşılık gelen segment sinyali yok (kampanya herkese açık, yalnız kanal/ürün kısıtı var — §4.13/2). Boş model_value -> ok.";v2
kuveyt-turk--kampanya-arsivi-elektrikli-arac-sarj-unitesi-finansmaninda-enerji-tasarrufu-haft;kuveyt-turk;taksit_sayisi;;;;;;;ok;"#recall-opus5 Metinde yalnız 36 aya varan taksit seçeneği geçiyor; sayı AY cinsindendir ve vade_ay'a aittir. Ayrı bir taksit adedi verilmemiş. Model boş bıraktı, doğru.";v2
kuveyt-turk--kampanya-arsivi-elektrikli-arac-sarj-unitesi-finansmaninda-enerji-tasarrufu-haft;kuveyt-turk;tahsis_ucreti;;;;;;;ok;"#recall-opus5 Model boş; belgede tahsis/dosya ücreti ne tutar ne de alınmaz ifadesi olarak geçiyor. Doğru sessizlik.";v2
kuveyt-turk--kampanya-arsivi-elektrikli-arac-sarj-unitesi-finansmaninda-enerji-tasarrufu-haft;kuveyt-turk;masraf_durumu;;;;;;;ok;"#recall-opus5 Model boş; belgede ne masraf tutarı ne de masrafsız/alınmaz türü pozitif negasyon var. Örnek ödeme planındaki maliyet oranları masraf beyanı değildir.";v2
kuveyt-turk--kampanya-arsivi-elektrikli-arac-sarj-unitesi-finansmaninda-enerji-tasarrufu-haft;kuveyt-turk;odul_miktari;;;;;;;ok;"#recall-opus5 Model boş; belgede ödül/hediye/iade tutarı yok. Doğru sessizlik.";v2
kuveyt-turk--kampanya-arsivi-elektrikli-arac-sarj-unitesi-finansmaninda-enerji-tasarrufu-haft;kuveyt-turk;indirim_orani;;;;;;;ok;"#recall-opus5 Model boş; belgede indirim yüzdesi yok, %4.19 kar payı oranıdır. Boş model_value -> ok.";v2
kuveyt-turk--kampanya-arsivi-elektrikli-arac-sarj-unitesi-finansmaninda-enerji-tasarrufu-haft;kuveyt-turk;alisveris_puani;;;;;;;ok;"#recall-opus5 Model boş; belgede puan/mil oranı veya adedi geçmiyor. Doğru sessizlik.";v2
kuveyt-turk--kampanya-arsivi-elektrikli-arac-sarj-unitesi-finansmaninda-enerji-tasarrufu-haft;kuveyt-turk;kampanya_kosullari;"[""Kuveyt Türk, önceden haber vermeden kampanya koşullarında değişiklik yapabilir ya da kampanyayı sonlandırabilir.""]";0.95;rule_heuristic;;k tarafından müşterilere sağlanacaktır. Kuveyt Türk, önceden haber vermeden kampanya koşullarında değişiklik yapabilir ya da kampanyayı sonlandırabilir. Kuveyt Türk Elektrikli Araç Şarj Ünites;;absent;"#recall-opus5 Modelin ürettiği tek cümle genel yasal ihtardır (önceden haber vermeden değişiklik/sonlandırma) — K2 gereği koşul sayılmaz. K2 sonrası geriye cümle kalmıyor; şubeden başvuru cümlesi kısıt değil bilgilendirmedir. K4 -> absent.";v2
kuveyt-turk--kampanya-arsivi-elektrikli-arac-sarj-unitesi-finansmaninda-enerji-tasarrufu-haft;kuveyt-turk;hedef_kitle;;;;;;;ok;"#recall-opus5 Model boş; belgede segment sinyali yok, kampanya herkese açık. Boş model_value -> ok.";v2
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;taksit_sayisi;;;;;;;ok;"#recall-opus5 Yalnız 36 aya varan taksit seçeneği var; sayı ay cinsindendir ve vade_ay'a aittir, ayrı bir taksit adedi verilmemiş. Model boş bıraktı, doğru.";v2
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;tahsis_ucreti;;;;;;;ok;"#recall-opus5 Model boş; belgede tahsis/dosya ücreti bilgisi yok. Doğru sessizlik.";v2
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;masraf_durumu;;;;;;;ok;"#recall-opus5 Model boş; belgede masraf tutarı da masrafsız beyanı da yok. Örnek ödeme planındaki maliyet oranları masraf durumu değildir.";v2
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;odul_miktari;;;;;;;ok;"#recall-opus5 Model boş; belgede ödül/hediye/iade tutarı yok. Doğru sessizlik.";v2
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;indirim_orani;;;;;;;ok;"#recall-opus5 Model boş; belgede indirim yüzdesi yok, %4.19 kar payı oranıdır. Boş model_value -> ok.";v2
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;alisveris_puani;;;;;;;ok;"#recall-opus5 Model boş; belgede puan oranı veya adedi geçmiyor. Doğru sessizlik.";v2
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;kampanya_kosullari;"[""Kuveyt Türk, önceden haber vermeden kampanya koşullarında değişiklik yapabilir ya da kampanyayı sonlandırabilir.""]";0.95;rule_heuristic;;k tarafından müşterilere sağlanacaktır. Kuveyt Türk, önceden haber vermeden kampanya koşullarında değişiklik yapabilir ya da kampanyayı sonlandırabilir. Kuveyt Türk Bisiklet Finansmanı'na iste;;absent;"#recall-opus5 Modelin ürettiği tek cümle genel yasal ihtardır — K2 gereği koşul değildir; her kampanyada tekrarlandığı için sıfır bilgi taşır. K2 sonrası koşul kalmıyor, K4 -> absent.";v2
kuveyt-turk--kampanya-arsivi-bisiklet-finansmaninda-enerji-tasarrufu-haftasina-ozel-419-kar-o;kuveyt-turk;hedef_kitle;;;;;;;ok;"#recall-opus5 Model boş; belgede dört etiketten birine karşılık gelen segment sinyali yok. Boş model_value -> ok.";v2
ziraat-katilim--kart-kampanyalari-troy-kartla-drda-1000-tlye-varan-indirim;ziraat-katilim;kar_payi_orani;;;;;;;ok;"#recall-opus5 Model boş; kart indirim kampanyasıdır, finansman kâr payı oranı geçmiyor. Doğru sessizlik.";v2
ziraat-katilim--kart-kampanyalari-troy-kartla-drda-1000-tlye-varan-indirim;ziraat-katilim;vade_ay;;;;;;;ok;"#recall-opus5 Model boş; belgede vade yok. Sayfa altındaki 4 Taksit ifadeleri Diğer Kampanyalar bloğuna aittir, bu kampanyaya değil. Boş model_value -> ok.";v2
ziraat-katilim--kart-kampanyalari-troy-kartla-drda-1000-tlye-varan-indirim;ziraat-katilim;tahsis_ucreti;;;;;;;ok;"#recall-opus5 Model boş; belgede tahsis/dosya ücreti geçmiyor. Doğru sessizlik.";v2
ziraat-katilim--kart-kampanyalari-troy-kartla-drda-1000-tlye-varan-indirim;ziraat-katilim;masraf_durumu;;;;;;;ok;"#recall-opus5 Model boş; kargo bedeli hariç ifadesi masraf beyanı değil sepet tutarı hesaplama kuralıdır, masrafsız türü pozitif negasyon da yok.";v2
ziraat-katilim--kart-kampanyalari-troy-kartla-drda-1000-tlye-varan-indirim;ziraat-katilim;odul_miktari;"{""value"": 200.0, ""currency"": ""TRY""}";0.95;rule_heuristic;;"gula"" butonuna tıklanarak seçilmelidir. 200 TL indirime hak kazanmak için; kargo bedel";"{""value"": 1000.0, ""currency"": ""TRY""}";fix;#recall-opus5 Alan doğru (§4.13/3 tutar cinsinden indirim -> odul_miktari) ama değer eksik: 200 TL tek işlem başına, kampanyanın müşteri başına tavanı 1.000 TL'ye varan indirim. En yüksek/tavan değer kuralı gereği 1000. 200 TL koşulu kampanya_kosullari'nda. #tutar_indirimi;v2
ziraat-katilim--kart-kampanyalari-troy-kartla-drda-1000-tlye-varan-indirim;ziraat-katilim;indirim_orani;;;;;;;ok;"#recall-opus5 Model boş; indirim tutar cinsindendir, metinde yüzde geçmiyor (§4.13/3 gereği bu alan boş kalır). Model bir şey üretmediği için ok.";v2
ziraat-katilim--kart-kampanyalari-troy-kartla-drda-1000-tlye-varan-indirim;ziraat-katilim;alisveris_puani;;;;;;;ok;"#recall-opus5 Model boş; kazanç puan değil doğrudan sepet indirimidir. Yan bloktaki Bankkart Lira ifadeleri başka kampanyalara aittir. Doğru sessizlik.";v2
