file;doc_id;bank;field;model_value;model_conf;product_class;crosscheck;plausibility;freshness;current_value;published_rates;suggested_gold;source_url;note
round0_kalibrasyon_A.csv;kuveyt-turk--finansmanlar-ihtiyac-finansmanlari;kuveyt-turk;kar_payi_orani;;;ihtiyac;kaynak_yok;;guncel;;;;;'ihtiyac' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_A.csv;kuveyt-turk--kampanya-arsivi-business-plus-karttan-vade-farksiz-3-taksit-imkani;kuveyt-turk;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_A.csv;kuveyt-turk--leasing-leasing-sureci-ve-hesaplama-araci;kuveyt-turk;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;%3.57;%3.57;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/arac-finansmani;model deger uretmedi — ilan edilen oran mevcut
round0_kalibrasyon_A.csv;tom-katilim--hesaplama-araclari;tom-katilim;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;;;;'tasit' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_A.csv;turkiye-emlak-katilim--kampanya-market-alisverislerinize-1500-tl-parafpara-hediye;turkiye-emlak-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_A.csv;turkiye-emlak-katilim--kampanya-paraf-ile-hepsiburadada-pesin-fiyatina-9-aya-varan-taksit-firsati;turkiye-emlak-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_A.csv;vakif-katilim--detay-dijitalden-musteri-ol-hisse-senedi-islemlerinde-75-komisyon-indirimi-kazan;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_A.csv;vakif-katilim--detay-espressolab-hediye-kahve-kampanyasi;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_A.csv;vakif-katilim--finansmanlar-kentsel-donusum-finansmani;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_A.csv;vakif-katilim--finansmanlar-konut-finansmani-2;vakif-katilim;kar_payi_orani;;;konut;kaynak_yok;;guncel;;;;;'konut' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_B.csv;albaraka--detay-vade-farksiz-kampanyasi;albaraka;kar_payi_orani;40000.0;0.50;;kaynak_yok;;bayat_farkli;0.0;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_B.csv;kuveyt-turk--altin-hesaplari-altina-altin-katilma-hesabi;kuveyt-turk;kar_payi_orani;40.0;0.50;katilma;kaynak_yok;;guncel;40.0;;;;'katilma' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_B.csv;turkiye-emlak-katilim--bireysel-hesaplar;turkiye-emlak-katilim;kar_payi_orani;25.0;0.50;katilma;celisiyor;;bayat_fazla;;%33.84, %36.27, %36.78, %37.71, %38.73;;https://www.emlakkatilim.com.tr/Plugins/CalculateProfitShareRate?LanguageId=1&Money=50000&Fec=0&profitShareInstallment=0&MaturityTerm=32&profitShareInstallmentValueDay=32;cikarilan 25.0 ilan edilen oranlarla ortusmuyor
round0_kalibrasyon_B.csv;albaraka--tasit-finansmani-togg-finansmani;albaraka;kar_payi_orani;2.99;0.95;tasit;celisiyor;makul;bayat_fazla;;%3.75;%3.75;https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama;cikarilan 2.99 ilan edilen oranlarla ortusmuyor
round0_kalibrasyon_B.csv;turkiye-emlak-katilim--finansmanlar-ihtiyac-finansmani;turkiye-emlak-katilim;kar_payi_orani;1.69;0.95;ihtiyac;kaynak_yok;makul;bayat_fazla;;;;;'ihtiyac' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_B.csv;turkiye-finans--konut-finansmani-konut-finansmani;turkiye-finans;kar_payi_orani;"{""max"": 4.42, ""min"": 2.95}";0.90;konut;kaynak_yok;makul;bayat_fazla;;;;;'konut' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_B.csv;turkiye-finans--tasit-finansmani-tasit-finansmani-2;turkiye-finans;kar_payi_orani;"{""max"": 4.27, ""min"": 3.42}";0.90;tasit;kaynak_yok;makul;bayat_fazla;;;;;'tasit' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_B.csv;albaraka--ihtiyac-saglik-harcamalariniz-icin;albaraka;kar_payi_orani;;;ihtiyac;kaynak_yok;;guncel;;%4.0;%4.0;https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama;model deger uretmedi — ilan edilen oran mevcut
round0_kalibrasyon_B.csv;dunya-katilim--katilma-hesaplari-gunes-katilma-hesabi;dunya-katilim;kar_payi_orani;;;katilma;kaynak_yok;;guncel;;;;;'katilma' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_B.csv;dunya-katilim--kendim-icin-altin-bankaciligi;dunya-katilim;kar_payi_orani;;;katilma;kaynak_yok;;guncel;;;;;'katilma' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_B.csv;kuveyt-turk--finansmanlar-ihtiyac-finansmanlari;kuveyt-turk;kar_payi_orani;;;ihtiyac;kaynak_yok;;guncel;;;;;'ihtiyac' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_B.csv;kuveyt-turk--kampanya-arsivi-business-plus-karttan-vade-farksiz-3-taksit-imkani;kuveyt-turk;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_B.csv;kuveyt-turk--leasing-leasing-sureci-ve-hesaplama-araci;kuveyt-turk;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;%3.57;%3.57;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/arac-finansmani;model deger uretmedi — ilan edilen oran mevcut
round0_kalibrasyon_B.csv;tom-katilim--hesaplama-araclari;tom-katilim;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;;;;'tasit' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_B.csv;turkiye-emlak-katilim--kampanya-market-alisverislerinize-1500-tl-parafpara-hediye;turkiye-emlak-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_B.csv;turkiye-emlak-katilim--kampanya-paraf-ile-hepsiburadada-pesin-fiyatina-9-aya-varan-taksit-firsati;turkiye-emlak-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_B.csv;vakif-katilim--detay-dijitalden-musteri-ol-hisse-senedi-islemlerinde-75-komisyon-indirimi-kazan;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_B.csv;vakif-katilim--detay-espressolab-hediye-kahve-kampanyasi;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_B.csv;vakif-katilim--finansmanlar-kentsel-donusum-finansmani;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_B.csv;vakif-katilim--finansmanlar-konut-finansmani-2;vakif-katilim;kar_payi_orani;;;konut;kaynak_yok;;guncel;;;;;'konut' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_C.csv;albaraka--detay-vade-farksiz-kampanyasi;albaraka;kar_payi_orani;40000.0;0.50;;kaynak_yok;;bayat_farkli;0.0;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_C.csv;kuveyt-turk--altin-hesaplari-altina-altin-katilma-hesabi;kuveyt-turk;kar_payi_orani;40.0;0.50;katilma;kaynak_yok;;guncel;40.0;;;;'katilma' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_C.csv;turkiye-emlak-katilim--bireysel-hesaplar;turkiye-emlak-katilim;kar_payi_orani;25.0;0.50;katilma;celisiyor;;bayat_fazla;;%33.84, %36.27, %36.78, %37.71, %38.73;;https://www.emlakkatilim.com.tr/Plugins/CalculateProfitShareRate?LanguageId=1&Money=50000&Fec=0&profitShareInstallment=0&MaturityTerm=32&profitShareInstallmentValueDay=32;cikarilan 25.0 ilan edilen oranlarla ortusmuyor
round0_kalibrasyon_C.csv;albaraka--tasit-finansmani-togg-finansmani;albaraka;kar_payi_orani;2.99;0.95;tasit;celisiyor;makul;bayat_fazla;;%3.75;%3.75;https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama;cikarilan 2.99 ilan edilen oranlarla ortusmuyor
round0_kalibrasyon_C.csv;turkiye-emlak-katilim--finansmanlar-ihtiyac-finansmani;turkiye-emlak-katilim;kar_payi_orani;1.69;0.95;ihtiyac;kaynak_yok;makul;bayat_fazla;;;;;'ihtiyac' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_C.csv;turkiye-finans--konut-finansmani-konut-finansmani;turkiye-finans;kar_payi_orani;"{""max"": 4.42, ""min"": 2.95}";0.90;konut;kaynak_yok;makul;bayat_fazla;;;;;'konut' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_C.csv;turkiye-finans--tasit-finansmani-tasit-finansmani-2;turkiye-finans;kar_payi_orani;"{""max"": 4.27, ""min"": 3.42}";0.90;tasit;kaynak_yok;makul;bayat_fazla;;;;;'tasit' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_C.csv;albaraka--ihtiyac-saglik-harcamalariniz-icin;albaraka;kar_payi_orani;;;ihtiyac;kaynak_yok;;guncel;;%4.0;%4.0;https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama;model deger uretmedi — ilan edilen oran mevcut
round0_kalibrasyon_C.csv;dunya-katilim--katilma-hesaplari-gunes-katilma-hesabi;dunya-katilim;kar_payi_orani;;;katilma;kaynak_yok;;guncel;;;;;'katilma' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_C.csv;dunya-katilim--kendim-icin-altin-bankaciligi;dunya-katilim;kar_payi_orani;;;katilma;kaynak_yok;;guncel;;;;;'katilma' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_C.csv;kuveyt-turk--finansmanlar-ihtiyac-finansmanlari;kuveyt-turk;kar_payi_orani;;;ihtiyac;kaynak_yok;;guncel;;;;;'ihtiyac' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_C.csv;kuveyt-turk--kampanya-arsivi-business-plus-karttan-vade-farksiz-3-taksit-imkani;kuveyt-turk;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_C.csv;kuveyt-turk--leasing-leasing-sureci-ve-hesaplama-araci;kuveyt-turk;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;%3.57;%3.57;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/arac-finansmani;model deger uretmedi — ilan edilen oran mevcut
round0_kalibrasyon_C.csv;tom-katilim--hesaplama-araclari;tom-katilim;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;;;;'tasit' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_C.csv;turkiye-emlak-katilim--kampanya-market-alisverislerinize-1500-tl-parafpara-hediye;turkiye-emlak-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_C.csv;turkiye-emlak-katilim--kampanya-paraf-ile-hepsiburadada-pesin-fiyatina-9-aya-varan-taksit-firsati;turkiye-emlak-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_C.csv;vakif-katilim--detay-dijitalden-musteri-ol-hisse-senedi-islemlerinde-75-komisyon-indirimi-kazan;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_C.csv;vakif-katilim--detay-espressolab-hediye-kahve-kampanyasi;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_C.csv;vakif-katilim--finansmanlar-kentsel-donusum-finansmani;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_C.csv;vakif-katilim--finansmanlar-konut-finansmani-2;vakif-katilim;kar_payi_orani;;;konut;kaynak_yok;;guncel;;;;;'konut' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_D.csv;albaraka--detay-vade-farksiz-kampanyasi;albaraka;kar_payi_orani;40000.0;0.50;;kaynak_yok;;bayat_farkli;0.0;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_D.csv;kuveyt-turk--altin-hesaplari-altina-altin-katilma-hesabi;kuveyt-turk;kar_payi_orani;40.0;0.50;katilma;kaynak_yok;;guncel;40.0;;;;'katilma' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_D.csv;turkiye-emlak-katilim--bireysel-hesaplar;turkiye-emlak-katilim;kar_payi_orani;25.0;0.50;katilma;celisiyor;;bayat_fazla;;%33.84, %36.27, %36.78, %37.71, %38.73;;https://www.emlakkatilim.com.tr/Plugins/CalculateProfitShareRate?LanguageId=1&Money=50000&Fec=0&profitShareInstallment=0&MaturityTerm=32&profitShareInstallmentValueDay=32;cikarilan 25.0 ilan edilen oranlarla ortusmuyor
round0_kalibrasyon_D.csv;albaraka--tasit-finansmani-togg-finansmani;albaraka;kar_payi_orani;2.99;0.95;tasit;celisiyor;makul;bayat_fazla;;%3.75;%3.75;https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama;cikarilan 2.99 ilan edilen oranlarla ortusmuyor
round0_kalibrasyon_D.csv;turkiye-emlak-katilim--finansmanlar-ihtiyac-finansmani;turkiye-emlak-katilim;kar_payi_orani;1.69;0.95;ihtiyac;kaynak_yok;makul;bayat_fazla;;;;;'ihtiyac' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_D.csv;turkiye-finans--konut-finansmani-konut-finansmani;turkiye-finans;kar_payi_orani;"{""max"": 4.42, ""min"": 2.95}";0.90;konut;kaynak_yok;makul;bayat_fazla;;;;;'konut' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_D.csv;turkiye-finans--tasit-finansmani-tasit-finansmani-2;turkiye-finans;kar_payi_orani;"{""max"": 4.27, ""min"": 3.42}";0.90;tasit;kaynak_yok;makul;bayat_fazla;;;;;'tasit' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_D.csv;albaraka--ihtiyac-saglik-harcamalariniz-icin;albaraka;kar_payi_orani;;;ihtiyac;kaynak_yok;;guncel;;%4.0;%4.0;https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama;model deger uretmedi — ilan edilen oran mevcut
round0_kalibrasyon_D.csv;dunya-katilim--katilma-hesaplari-gunes-katilma-hesabi;dunya-katilim;kar_payi_orani;;;katilma;kaynak_yok;;guncel;;;;;'katilma' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_D.csv;dunya-katilim--kendim-icin-altin-bankaciligi;dunya-katilim;kar_payi_orani;;;katilma;kaynak_yok;;guncel;;;;;'katilma' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_D.csv;kuveyt-turk--finansmanlar-ihtiyac-finansmanlari;kuveyt-turk;kar_payi_orani;;;ihtiyac;kaynak_yok;;guncel;;;;;'ihtiyac' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_D.csv;kuveyt-turk--kampanya-arsivi-business-plus-karttan-vade-farksiz-3-taksit-imkani;kuveyt-turk;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_D.csv;kuveyt-turk--leasing-leasing-sureci-ve-hesaplama-araci;kuveyt-turk;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;%3.57;%3.57;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/arac-finansmani;model deger uretmedi — ilan edilen oran mevcut
round0_kalibrasyon_D.csv;tom-katilim--hesaplama-araclari;tom-katilim;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;;;;'tasit' icin ilan edilmis oran toplanamadi
round0_kalibrasyon_D.csv;turkiye-emlak-katilim--kampanya-market-alisverislerinize-1500-tl-parafpara-hediye;turkiye-emlak-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_D.csv;turkiye-emlak-katilim--kampanya-paraf-ile-hepsiburadada-pesin-fiyatina-9-aya-varan-taksit-firsati;turkiye-emlak-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_D.csv;vakif-katilim--detay-dijitalden-musteri-ol-hisse-senedi-islemlerinde-75-komisyon-indirimi-kazan;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_D.csv;vakif-katilim--detay-espressolab-hediye-kahve-kampanyasi;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_D.csv;vakif-katilim--finansmanlar-kentsel-donusum-finansmani;vakif-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round0_kalibrasyon_D.csv;vakif-katilim--finansmanlar-konut-finansmani-2;vakif-katilim;kar_payi_orani;;;konut;kaynak_yok;;guncel;;;;;'konut' icin ilan edilmis oran toplanamadi
round1_A.csv;kuveyt-turk--katilma-hesaplari-ara-donem-kar-payi-odemeli-hesaplar;kuveyt-turk;kar_payi_orani;50.0;0.50;katilma;kaynak_yok;;guncel;50.0;;;;'katilma' icin ilan edilmis oran toplanamadi
round1_A.csv;vakif-katilim--hesaplar-katilma-hesaplari-2;vakif-katilim;kar_payi_orani;20.0;0.50;katilma;kaynak_yok;;bayat_fazla;;;;;'katilma' icin ilan edilmis oran toplanamadi
round1_A.csv;vakif-katilim--katilma-hesaplari-kar-paylasim-oranlari;vakif-katilim;kar_payi_orani;20.0;0.50;katilma;kaynak_yok;;bayat_fazla;;;;;'katilma' icin ilan edilmis oran toplanamadi
round1_A.csv;kuveyt-turk--ihtiyac-finansmanlari-bisiklet-finansmani;kuveyt-turk;kar_payi_orani;36.0;0.37;ihtiyac;kaynak_yok;vade_gibi;bayat_fazla;;;;;'ihtiyac' icin ilan edilmis oran toplanamadi
round1_A.csv;turkiye-emlak-katilim--nakdi-finansman-kosgeb-istihdami-koruma-destek-finansmani;turkiye-emlak-katilim;kar_payi_orani;10.0;0.95;;kaynak_yok;;bayat_fazla;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;turkiye-finans--kampanyalar-kamu-calisanlarina-ozel-ihtiyac-finansmani;turkiye-finans;kar_payi_orani;"{""max"": 5.26, ""min"": 4.01}";0.90;ihtiyac;kaynak_yok;makul;bayat_fazla;;;;;'ihtiyac' icin ilan edilmis oran toplanamadi
round1_A.csv;turkiye-finans--tasit-finansmani-tasit-finansmani;turkiye-finans;kar_payi_orani;"{""max"": 4.27, ""min"": 3.42}";0.90;tasit;kaynak_yok;makul;bayat_fazla;;;;;'tasit' icin ilan edilmis oran toplanamadi
round1_A.csv;vakif-katilim--finansmanlar-tasit-finansmani;vakif-katilim;kar_payi_orani;"{""max"": 3.5, ""min"": 3.4}";0.90;tasit;kaynak_yok;makul;bayat_fazla;;;;;'tasit' icin ilan edilmis oran toplanamadi
round1_A.csv;albaraka--detay-albaraka-konaklama-harcamaniza-5-indirim-kazandiriyor;albaraka;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;albaraka--detay-albaraka-restoran-harcamaniza-5-indirimm-kazandiriyor;albaraka;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;albaraka--detay-albarakadan-ucuran-kampanya;albaraka;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;albaraka--detay-albarakalilara-ozel-ucretsiz-ispark-kampanyasi-1;albaraka;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;albaraka--dis-ticaret-finansmanlari-ihracat-finansmani;albaraka;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;albaraka--finansman-hesaplama-tasit-finansmani-hesaplama;albaraka;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;%3.75;%3.75;https://www.albaraka.com.tr/tr/hesaplama-araclari/finansman-hesaplama;model deger uretmedi — ilan edilen oran mevcut
round1_A.csv;albaraka--finansmanlar-kredi-notu-ogrenme;albaraka;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;albaraka--kredi-kartlari-world-klasik-kart;albaraka;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;albaraka--tr-kampanyalar;albaraka;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;dunya-katilim--kampanyalar-pazarama-paraf;dunya-katilim;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;hayat-finans--hesaplar-avantajli-hesap;hayat-finans;kar_payi_orani;;;katilma;kaynak_yok;;guncel;;;;;'katilma' icin ilan edilmis oran toplanamadi
round1_A.csv;hayat-finans--kampanyalar-hayatfx-ile-gumus-islemleri;hayat-finans;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;hayat-finans--kampanyalar-xiaomi-urunlerinde-finansman-avantaji;hayat-finans;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;hayat-finans--sozlesme-ve-formlar;hayat-finans;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;kuveyt-turk--alisveris-finansmanlari-hepsiburada-alisveris-finansmani;kuveyt-turk;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;kuveyt-turk--alisveris-finansmanlari-lc-waikiki-alisveris-finansmani;kuveyt-turk;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
round1_A.csv;kuveyt-turk--arac-finansmanlari-dijital-arac-finansmani;kuveyt-turk;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;%3.57;%3.57;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/arac-finansmani;model deger uretmedi — ilan edilen oran mevcut
round1_A.csv;kuveyt-turk--finansmanlar-arac-finansmanlari;kuveyt-turk;kar_payi_orani;;;tasit;kaynak_yok;;guncel;;%3.57;%3.57;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/arac-finansmani;model deger uretmedi — ilan edilen oran mevcut
round1_A.csv;kuveyt-turk--kampanya-arsivi-akaryakit-istasyonlari-kuveyt-turk-ile-gelecege-hazir;kuveyt-turk;kar_payi_orani;;;;kaynak_yok;;guncel;;;;;doc_id urun sinifini belirtmiyor — esleştirme yapilmadi
